task,worker,label
1,AI_mean_20,2
2,AI_mean_20,0
3,AI_mean_20,0
4,AI_mean_20,1
5,AI_mean_20,2
6,AI_mean_20,1
7,AI_mean_20,3
8,AI_mean_20,2
9,AI_mean_20,1
10,AI_mean_20,3
11,AI_mean_20,2
12,AI_mean_20,2
13,AI_mean_20,3
14,AI_mean_20,1
15,AI_mean_20,3
16,AI_mean_20,2
17,AI_mean_20,3
18,AI_mean_20,3
19,AI_mean_20,3
20,AI_mean_20,2
21,AI_mean_20,3
22,AI_mean_20,3
23,AI_mean_20,2
24,AI_mean_20,2
25,AI_mean_20,1
26,AI_mean_20,2
27,AI_mean_20,2
28,AI_mean_20,3
29,AI_mean_20,2
30,AI_mean_20,0
31,AI_mean_20,3
32,AI_mean_20,3
33,AI_mean_20,1
34,AI_mean_20,2
35,AI_mean_20,2
36,AI_mean_20,3
37,AI_mean_20,2
38,AI_mean_20,2
39,AI_mean_20,3
40,AI_mean_20,0
41,AI_mean_20,2
42,AI_mean_20,1
43,AI_mean_20,2
44,AI_mean_20,3
45,AI_mean_20,3
46,AI_mean_20,2
47,AI_mean_20,2
48,AI_mean_20,1
49,AI_mean_20,1
50,AI_mean_20,3
51,AI_mean_20,2
52,AI_mean_20,2
53,AI_mean_20,3
54,AI_mean_20,1
55,AI_mean_20,1
56,AI_mean_20,1
57,AI_mean_20,1
58,AI_mean_20,2
59,AI_mean_20,3
60,AI_mean_20,3
61,AI_mean_20,0
62,AI_mean_20,1
63,AI_mean_20,3
64,AI_mean_20,3
65,AI_mean_20,3
66,AI_mean_20,1
67,AI_mean_20,0
68,AI_mean_20,3
69,AI_mean_20,2
70,AI_mean_20,2
71,AI_mean_20,1
72,AI_mean_20,3
73,AI_mean_20,3
74,AI_mean_20,0
75,AI_mean_20,2
76,AI_mean_20,1
77,AI_mean_20,2
78,AI_mean_20,3
79,AI_mean_20,1
80,AI_mean_20,1
81,AI_mean_20,0
82,AI_mean_20,3
83,AI_mean_20,2
84,AI_mean_20,3
85,AI_mean_20,2
86,AI_mean_20,3
87,AI_mean_20,3
88,AI_mean_20,0
89,AI_mean_20,3
90,AI_mean_20,2
91,AI_mean_20,3
92,AI_mean_20,1
93,AI_mean_20,1
94,AI_mean_20,3
95,AI_mean_20,2
96,AI_mean_20,2
97,AI_mean_20,3
98,AI_mean_20,0
99,AI_mean_20,2
100,AI_mean_20,0
101,AI_mean_20,2
102,AI_mean_20,3
103,AI_mean_20,2
104,AI_mean_20,1
105,AI_mean_20,3
106,AI_mean_20,1
107,AI_mean_20,3
108,AI_mean_20,2
109,AI_mean_20,2
110,AI_mean_20,1
111,AI_mean_20,3
112,AI_mean_20,3
113,AI_mean_20,2
114,AI_mean_20,1
115,AI_mean_20,2
116,AI_mean_20,1
117,AI_mean_20,2
118,AI_mean_20,3
119,AI_mean_20,1
120,AI_mean_20,1
121,AI_mean_20,3
122,AI_mean_20,0
123,AI_mean_20,2
124,AI_mean_20,3
125,AI_mean_20,0
126,AI_mean_20,3
127,AI_mean_20,2
128,AI_mean_20,3
129,AI_mean_20,2
130,AI_mean_20,3
131,AI_mean_20,3
132,AI_mean_20,1
133,AI_mean_20,1
134,AI_mean_20,2
135,AI_mean_20,2
136,AI_mean_20,1
137,AI_mean_20,3
138,AI_mean_20,3
139,AI_mean_20,2
140,AI_mean_20,1
141,AI_mean_20,1
142,AI_mean_20,1
143,AI_mean_20,2
144,AI_mean_20,3
145,AI_mean_20,3
146,AI_mean_20,1
147,AI_mean_20,1
148,AI_mean_20,3
149,AI_mean_20,1
150,AI_mean_20,3
151,AI_mean_20,1
152,AI_mean_20,3
153,AI_mean_20,2
154,AI_mean_20,2
155,AI_mean_20,3
156,AI_mean_20,3
157,AI_mean_20,1
158,AI_mean_20,3
159,AI_mean_20,2
160,AI_mean_20,3
161,AI_mean_20,2
162,AI_mean_20,3
163,AI_mean_20,2
164,AI_mean_20,3
165,AI_mean_20,3
166,AI_mean_20,1
167,AI_mean_20,3
168,AI_mean_20,1
169,AI_mean_20,1
170,AI_mean_20,3
171,AI_mean_20,1
172,AI_mean_20,0
173,AI_mean_20,3
174,AI_mean_20,0
175,AI_mean_20,2
176,AI_mean_20,2
177,AI_mean_20,1
178,AI_mean_20,2
179,AI_mean_20,2
180,AI_mean_20,3
181,AI_mean_20,3
182,AI_mean_20,3
183,AI_mean_20,1
184,AI_mean_20,2
185,AI_mean_20,3
186,AI_mean_20,3
187,AI_mean_20,2
188,AI_mean_20,1
189,AI_mean_20,0
190,AI_mean_20,3
191,AI_mean_20,2
192,AI_mean_20,1
193,AI_mean_20,3
194,AI_mean_20,2
195,AI_mean_20,3
196,AI_mean_20,0
197,AI_mean_20,0
198,AI_mean_20,3
199,AI_mean_20,2
200,AI_mean_20,2
201,AI_mean_20,3
202,AI_mean_20,3
203,AI_mean_20,0
204,AI_mean_20,0
205,AI_mean_20,3
206,AI_mean_20,2
207,AI_mean_20,3
208,AI_mean_20,2
209,AI_mean_20,2
210,AI_mean_20,3
211,AI_mean_20,3
212,AI_mean_20,1
213,AI_mean_20,3
214,AI_mean_20,3
215,AI_mean_20,3
216,AI_mean_20,2
217,AI_mean_20,3
218,AI_mean_20,3
219,AI_mean_20,3
220,AI_mean_20,3
221,AI_mean_20,3
222,AI_mean_20,1
223,AI_mean_20,2
224,AI_mean_20,3
225,AI_mean_20,2
226,AI_mean_20,1
227,AI_mean_20,3
228,AI_mean_20,0
229,AI_mean_20,2
230,AI_mean_20,3
231,AI_mean_20,3
232,AI_mean_20,1
233,AI_mean_20,3
234,AI_mean_20,1
235,AI_mean_20,1
236,AI_mean_20,3
237,AI_mean_20,0
238,AI_mean_20,3
239,AI_mean_20,2
240,AI_mean_20,3
241,AI_mean_20,1
242,AI_mean_20,0
243,AI_mean_20,2
244,AI_mean_20,3
245,AI_mean_20,0
246,AI_mean_20,2
247,AI_mean_20,3
248,AI_mean_20,1
249,AI_mean_20,0
250,AI_mean_20,3
251,AI_mean_20,2
252,AI_mean_20,1
253,AI_mean_20,3
254,AI_mean_20,1
255,AI_mean_20,0
256,AI_mean_20,3
257,AI_mean_20,0
258,AI_mean_20,3
259,AI_mean_20,3
260,AI_mean_20,0
261,AI_mean_20,3
262,AI_mean_20,3
263,AI_mean_20,1
264,AI_mean_20,2
265,AI_mean_20,1
266,AI_mean_20,3
267,AI_mean_20,2
268,AI_mean_20,0
