task,worker,label
1,AI_-sigma_2,2
2,AI_-sigma_2,3
3,AI_-sigma_2,1
4,AI_-sigma_2,1
5,AI_-sigma_2,3
6,AI_-sigma_2,2
7,AI_-sigma_2,3
8,AI_-sigma_2,2
9,AI_-sigma_2,1
10,AI_-sigma_2,1
11,AI_-sigma_2,3
12,AI_-sigma_2,0
13,AI_-sigma_2,2
14,AI_-sigma_2,1
15,AI_-sigma_2,1
16,AI_-sigma_2,2
17,AI_-sigma_2,3
18,AI_-sigma_2,1
19,AI_-sigma_2,1
20,AI_-sigma_2,2
21,AI_-sigma_2,3
22,AI_-sigma_2,2
23,AI_-sigma_2,1
24,AI_-sigma_2,0
25,AI_-sigma_2,1
26,AI_-sigma_2,1
27,AI_-sigma_2,1
28,AI_-sigma_2,3
29,AI_-sigma_2,1
30,AI_-sigma_2,1
31,AI_-sigma_2,0
32,AI_-sigma_2,2
33,AI_-sigma_2,3
34,AI_-sigma_2,1
35,AI_-sigma_2,2
36,AI_-sigma_2,1
37,AI_-sigma_2,2
38,AI_-sigma_2,1
39,AI_-sigma_2,0
40,AI_-sigma_2,1
41,AI_-sigma_2,2
42,AI_-sigma_2,1
43,AI_-sigma_2,3
44,AI_-sigma_2,0
45,AI_-sigma_2,1
46,AI_-sigma_2,2
47,AI_-sigma_2,3
48,AI_-sigma_2,1
49,AI_-sigma_2,1
50,AI_-sigma_2,1
51,AI_-sigma_2,2
52,AI_-sigma_2,1
53,AI_-sigma_2,1
54,AI_-sigma_2,3
55,AI_-sigma_2,3
56,AI_-sigma_2,2
57,AI_-sigma_2,1
58,AI_-sigma_2,1
59,AI_-sigma_2,0
60,AI_-sigma_2,1
61,AI_-sigma_2,2
62,AI_-sigma_2,1
63,AI_-sigma_2,3
64,AI_-sigma_2,1
65,AI_-sigma_2,2
66,AI_-sigma_2,0
67,AI_-sigma_2,0
68,AI_-sigma_2,0
69,AI_-sigma_2,2
70,AI_-sigma_2,1
71,AI_-sigma_2,2
72,AI_-sigma_2,3
73,AI_-sigma_2,3
74,AI_-sigma_2,3
75,AI_-sigma_2,3
76,AI_-sigma_2,2
77,AI_-sigma_2,2
78,AI_-sigma_2,3
79,AI_-sigma_2,1
80,AI_-sigma_2,1
81,AI_-sigma_2,2
82,AI_-sigma_2,3
83,AI_-sigma_2,2
84,AI_-sigma_2,0
85,AI_-sigma_2,1
86,AI_-sigma_2,3
87,AI_-sigma_2,1
88,AI_-sigma_2,2
89,AI_-sigma_2,1
90,AI_-sigma_2,2
91,AI_-sigma_2,3
92,AI_-sigma_2,3
93,AI_-sigma_2,1
94,AI_-sigma_2,3
95,AI_-sigma_2,1
96,AI_-sigma_2,0
97,AI_-sigma_2,3
98,AI_-sigma_2,0
99,AI_-sigma_2,3
100,AI_-sigma_2,1
101,AI_-sigma_2,0
102,AI_-sigma_2,3
103,AI_-sigma_2,1
104,AI_-sigma_2,1
105,AI_-sigma_2,3
106,AI_-sigma_2,1
107,AI_-sigma_2,2
108,AI_-sigma_2,2
109,AI_-sigma_2,1
110,AI_-sigma_2,3
111,AI_-sigma_2,3
112,AI_-sigma_2,3
113,AI_-sigma_2,3
114,AI_-sigma_2,0
115,AI_-sigma_2,1
116,AI_-sigma_2,1
117,AI_-sigma_2,3
118,AI_-sigma_2,1
119,AI_-sigma_2,1
120,AI_-sigma_2,2
121,AI_-sigma_2,1
122,AI_-sigma_2,3
123,AI_-sigma_2,2
124,AI_-sigma_2,3
125,AI_-sigma_2,2
126,AI_-sigma_2,3
127,AI_-sigma_2,2
128,AI_-sigma_2,1
129,AI_-sigma_2,3
130,AI_-sigma_2,1
131,AI_-sigma_2,1
132,AI_-sigma_2,1
133,AI_-sigma_2,3
134,AI_-sigma_2,1
135,AI_-sigma_2,2
136,AI_-sigma_2,1
137,AI_-sigma_2,1
138,AI_-sigma_2,3
139,AI_-sigma_2,2
140,AI_-sigma_2,2
141,AI_-sigma_2,2
142,AI_-sigma_2,1
