task,worker,label
1,AI_max_12,2
2,AI_max_12,3
3,AI_max_12,2
4,AI_max_12,1
5,AI_max_12,1
6,AI_max_12,3
7,AI_max_12,2
8,AI_max_12,2
9,AI_max_12,1
10,AI_max_12,2
11,AI_max_12,3
12,AI_max_12,2
13,AI_max_12,3
14,AI_max_12,1
15,AI_max_12,2
16,AI_max_12,2
17,AI_max_12,3
18,AI_max_12,1
19,AI_max_12,2
20,AI_max_12,2
21,AI_max_12,3
22,AI_max_12,2
23,AI_max_12,1
24,AI_max_12,2
25,AI_max_12,1
26,AI_max_12,2
27,AI_max_12,2
28,AI_max_12,3
29,AI_max_12,2
30,AI_max_12,1
31,AI_max_12,2
32,AI_max_12,3
33,AI_max_12,3
34,AI_max_12,1
35,AI_max_12,2
36,AI_max_12,2
37,AI_max_12,2
38,AI_max_12,1
39,AI_max_12,3
40,AI_max_12,2
41,AI_max_12,2
42,AI_max_12,1
43,AI_max_12,3
44,AI_max_12,2
45,AI_max_12,2
46,AI_max_12,2
47,AI_max_12,3
48,AI_max_12,1
49,AI_max_12,1
50,AI_max_12,2
51,AI_max_12,2
52,AI_max_12,3
53,AI_max_12,2
54,AI_max_12,3
55,AI_max_12,1
56,AI_max_12,2
57,AI_max_12,1
58,AI_max_12,2
59,AI_max_12,3
60,AI_max_12,2
61,AI_max_12,2
62,AI_max_12,1
63,AI_max_12,3
64,AI_max_12,2
65,AI_max_12,2
66,AI_max_12,1
67,AI_max_12,3
68,AI_max_12,2
69,AI_max_12,2
70,AI_max_12,2
71,AI_max_12,1
72,AI_max_12,3
73,AI_max_12,3
74,AI_max_12,2
75,AI_max_12,2
76,AI_max_12,1
77,AI_max_12,2
78,AI_max_12,3
79,AI_max_12,2
80,AI_max_12,1
81,AI_max_12,1
82,AI_max_12,3
83,AI_max_12,2
84,AI_max_12,2
85,AI_max_12,1
86,AI_max_12,3
87,AI_max_12,2
88,AI_max_12,2
89,AI_max_12,2
90,AI_max_12,2
91,AI_max_12,3
92,AI_max_12,1
93,AI_max_12,1
94,AI_max_12,3
95,AI_max_12,2
96,AI_max_12,2
97,AI_max_12,3
98,AI_max_12,1
99,AI_max_12,2
100,AI_max_12,2
101,AI_max_12,2
102,AI_max_12,3
103,AI_max_12,2
104,AI_max_12,1
105,AI_max_12,3
106,AI_max_12,1
107,AI_max_12,2
108,AI_max_12,2
109,AI_max_12,2
110,AI_max_12,1
111,AI_max_12,2
112,AI_max_12,3
113,AI_max_12,2
114,AI_max_12,3
115,AI_max_12,2
116,AI_max_12,1
117,AI_max_12,2
118,AI_max_12,3
119,AI_max_12,1
120,AI_max_12,2
121,AI_max_12,2
122,AI_max_12,1
123,AI_max_12,2
124,AI_max_12,3
125,AI_max_12,1
126,AI_max_12,3
127,AI_max_12,2
128,AI_max_12,2
129,AI_max_12,2
130,AI_max_12,3
131,AI_max_12,2
132,AI_max_12,1
133,AI_max_12,3
134,AI_max_12,2
135,AI_max_12,2
136,AI_max_12,1
137,AI_max_12,2
138,AI_max_12,3
139,AI_max_12,2
140,AI_max_12,1
141,AI_max_12,1
142,AI_max_12,3
143,AI_max_12,2
144,AI_max_12,2
145,AI_max_12,2
146,AI_max_12,1
147,AI_max_12,3
148,AI_max_12,2
149,AI_max_12,2
150,AI_max_12,3
151,AI_max_12,1
152,AI_max_12,2
153,AI_max_12,3
154,AI_max_12,2
155,AI_max_12,2
156,AI_max_12,1
157,AI_max_12,1
158,AI_max_12,3
159,AI_max_12,2
160,AI_max_12,2
161,AI_max_12,1
162,AI_max_12,2
163,AI_max_12,2
164,AI_max_12,3
165,AI_max_12,3
166,AI_max_12,1
167,AI_max_12,2
168,AI_max_12,2
169,AI_max_12,1
170,AI_max_12,3
171,AI_max_12,2
172,AI_max_12,2
173,AI_max_12,3
174,AI_max_12,1
175,AI_max_12,2
176,AI_max_12,2
177,AI_max_12,1
178,AI_max_12,3
179,AI_max_12,2
180,AI_max_12,2
181,AI_max_12,3
182,AI_max_12,2
183,AI_max_12,1
184,AI_max_12,2
185,AI_max_12,2
186,AI_max_12,3
187,AI_max_12,2
188,AI_max_12,1
189,AI_max_12,3
190,AI_max_12,2
191,AI_max_12,2
192,AI_max_12,1
193,AI_max_12,2
194,AI_max_12,2
195,AI_max_12,3
196,AI_max_12,1
197,AI_max_12,3
198,AI_max_12,2
199,AI_max_12,2
200,AI_max_12,1
201,AI_max_12,1
202,AI_max_12,3
203,AI_max_12,2
