task,worker,label
t27,AI_-sigma_25,2
t542,AI_-sigma_25,4
t544,AI_-sigma_25,0
t569,AI_-sigma_25,1
t225,AI_-sigma_25,2
t655,AI_-sigma_25,4
t827,AI_-sigma_25,2
t1040,AI_-sigma_25,4
t20,AI_-sigma_25,1
t699,AI_-sigma_25,2
t812,AI_-sigma_25,0
t681,AI_-sigma_25,4
t360,AI_-sigma_25,3
t328,AI_-sigma_25,3
t908,AI_-sigma_25,2
t732,AI_-sigma_25,4
t97,AI_-sigma_25,2
t860,AI_-sigma_25,2
t817,AI_-sigma_25,2
t821,AI_-sigma_25,4
t822,AI_-sigma_25,4
t43,AI_-sigma_25,4
t284,AI_-sigma_25,2
t381,AI_-sigma_25,0
t21,AI_-sigma_25,4
t541,AI_-sigma_25,4
t995,AI_-sigma_25,2
t380,AI_-sigma_25,3
t750,AI_-sigma_25,1
t180,AI_-sigma_25,4
t322,AI_-sigma_25,4
t98,AI_-sigma_25,4
t395,AI_-sigma_25,4
t100,AI_-sigma_25,4
t1039,AI_-sigma_25,3
t1042,AI_-sigma_25,2
t685,AI_-sigma_25,2
t62,AI_-sigma_25,1
t309,AI_-sigma_25,4
t640,AI_-sigma_25,2
t509,AI_-sigma_25,3
t425,AI_-sigma_25,2
t776,AI_-sigma_25,2
t238,AI_-sigma_25,2
t730,AI_-sigma_25,2
t419,AI_-sigma_25,2
t131,AI_-sigma_25,2
t579,AI_-sigma_25,2
t171,AI_-sigma_25,2
t524,AI_-sigma_25,2
t713,AI_-sigma_25,2
t696,AI_-sigma_25,2
t4,AI_-sigma_25,2
t584,AI_-sigma_25,2
t353,AI_-sigma_25,4
t890,AI_-sigma_25,2
t482,AI_-sigma_25,2
t248,AI_-sigma_25,4
t25,AI_-sigma_25,2
t494,AI_-sigma_25,2
t839,AI_-sigma_25,4
t969,AI_-sigma_25,2
t29,AI_-sigma_25,3
t806,AI_-sigma_25,1
t978,AI_-sigma_25,0
t119,AI_-sigma_25,4
t796,AI_-sigma_25,2
t606,AI_-sigma_25,3
t314,AI_-sigma_25,1
t782,AI_-sigma_25,3
