task,worker,label
1,AI_+sigma_1,2
2,AI_+sigma_1,3
3,AI_+sigma_1,3
4,AI_+sigma_1,1
5,AI_+sigma_1,1
6,AI_+sigma_1,1
7,AI_+sigma_1,0
8,AI_+sigma_1,2
9,AI_+sigma_1,1
10,AI_+sigma_1,3
11,AI_+sigma_1,3
12,AI_+sigma_1,1
13,AI_+sigma_1,3
14,AI_+sigma_1,1
15,AI_+sigma_1,3
16,AI_+sigma_1,2
17,AI_+sigma_1,3
18,AI_+sigma_1,1
19,AI_+sigma_1,3
20,AI_+sigma_1,2
21,AI_+sigma_1,3
22,AI_+sigma_1,3
23,AI_+sigma_1,0
24,AI_+sigma_1,2
25,AI_+sigma_1,1
26,AI_+sigma_1,3
27,AI_+sigma_1,2
28,AI_+sigma_1,2
29,AI_+sigma_1,2
30,AI_+sigma_1,2
31,AI_+sigma_1,3
32,AI_+sigma_1,3
33,AI_+sigma_1,3
34,AI_+sigma_1,1
35,AI_+sigma_1,2
36,AI_+sigma_1,3
37,AI_+sigma_1,2
38,AI_+sigma_1,1
39,AI_+sigma_1,2
40,AI_+sigma_1,3
41,AI_+sigma_1,2
42,AI_+sigma_1,1
43,AI_+sigma_1,3
44,AI_+sigma_1,3
45,AI_+sigma_1,3
46,AI_+sigma_1,2
47,AI_+sigma_1,3
48,AI_+sigma_1,1
49,AI_+sigma_1,1
50,AI_+sigma_1,3
51,AI_+sigma_1,2
52,AI_+sigma_1,3
53,AI_+sigma_1,3
54,AI_+sigma_1,3
55,AI_+sigma_1,1
56,AI_+sigma_1,2
57,AI_+sigma_1,0
58,AI_+sigma_1,2
59,AI_+sigma_1,3
60,AI_+sigma_1,3
61,AI_+sigma_1,2
62,AI_+sigma_1,1
63,AI_+sigma_1,3
64,AI_+sigma_1,3
65,AI_+sigma_1,2
66,AI_+sigma_1,1
67,AI_+sigma_1,0
68,AI_+sigma_1,3
69,AI_+sigma_1,2
70,AI_+sigma_1,0
71,AI_+sigma_1,1
72,AI_+sigma_1,3
73,AI_+sigma_1,3
74,AI_+sigma_1,3
75,AI_+sigma_1,2
76,AI_+sigma_1,1
77,AI_+sigma_1,2
78,AI_+sigma_1,3
79,AI_+sigma_1,3
80,AI_+sigma_1,1
81,AI_+sigma_1,1
82,AI_+sigma_1,3
83,AI_+sigma_1,2
84,AI_+sigma_1,3
85,AI_+sigma_1,1
86,AI_+sigma_1,3
87,AI_+sigma_1,3
88,AI_+sigma_1,2
89,AI_+sigma_1,3
90,AI_+sigma_1,2
91,AI_+sigma_1,3
92,AI_+sigma_1,1
93,AI_+sigma_1,1
