task,worker,label
1,AI_max_8,2
2,AI_max_8,3
3,AI_max_8,3
4,AI_max_8,1
5,AI_max_8,1
6,AI_max_8,3
7,AI_max_8,3
8,AI_max_8,2
9,AI_max_8,1
10,AI_max_8,3
11,AI_max_8,3
12,AI_max_8,2
13,AI_max_8,3
14,AI_max_8,1
15,AI_max_8,3
16,AI_max_8,2
17,AI_max_8,3
18,AI_max_8,1
19,AI_max_8,3
20,AI_max_8,2
21,AI_max_8,3
22,AI_max_8,3
23,AI_max_8,1
24,AI_max_8,2
25,AI_max_8,1
26,AI_max_8,3
27,AI_max_8,2
28,AI_max_8,3
29,AI_max_8,2
30,AI_max_8,1
31,AI_max_8,3
32,AI_max_8,3
33,AI_max_8,3
34,AI_max_8,1
35,AI_max_8,2
36,AI_max_8,3
37,AI_max_8,2
38,AI_max_8,1
39,AI_max_8,3
40,AI_max_8,3
41,AI_max_8,2
42,AI_max_8,1
43,AI_max_8,3
44,AI_max_8,3
45,AI_max_8,3
46,AI_max_8,2
47,AI_max_8,3
48,AI_max_8,1
49,AI_max_8,1
50,AI_max_8,3
51,AI_max_8,2
52,AI_max_8,3
53,AI_max_8,3
54,AI_max_8,3
55,AI_max_8,1
56,AI_max_8,2
57,AI_max_8,1
58,AI_max_8,2
59,AI_max_8,3
60,AI_max_8,3
61,AI_max_8,2
62,AI_max_8,1
63,AI_max_8,3
64,AI_max_8,3
65,AI_max_8,2
66,AI_max_8,1
67,AI_max_8,3
68,AI_max_8,3
69,AI_max_8,2
70,AI_max_8,3
71,AI_max_8,1
72,AI_max_8,3
73,AI_max_8,3
74,AI_max_8,3
75,AI_max_8,2
76,AI_max_8,1
77,AI_max_8,2
78,AI_max_8,3
79,AI_max_8,3
80,AI_max_8,1
81,AI_max_8,1
82,AI_max_8,3
83,AI_max_8,2
84,AI_max_8,3
85,AI_max_8,1
86,AI_max_8,3
87,AI_max_8,3
88,AI_max_8,2
89,AI_max_8,3
90,AI_max_8,2
91,AI_max_8,3
92,AI_max_8,1
93,AI_max_8,1
94,AI_max_8,3
95,AI_max_8,3
96,AI_max_8,2
97,AI_max_8,3
98,AI_max_8,1
99,AI_max_8,2
100,AI_max_8,3
101,AI_max_8,2
102,AI_max_8,3
103,AI_max_8,3
104,AI_max_8,1
105,AI_max_8,3
106,AI_max_8,1
107,AI_max_8,3
108,AI_max_8,2
109,AI_max_8,2
110,AI_max_8,1
111,AI_max_8,3
112,AI_max_8,3
113,AI_max_8,2
114,AI_max_8,3
115,AI_max_8,3
116,AI_max_8,1
117,AI_max_8,2
118,AI_max_8,3
119,AI_max_8,1
120,AI_max_8,3
121,AI_max_8,3
122,AI_max_8,1
123,AI_max_8,2
124,AI_max_8,3
125,AI_max_8,1
126,AI_max_8,3
127,AI_max_8,2
128,AI_max_8,3
129,AI_max_8,2
130,AI_max_8,3
131,AI_max_8,3
132,AI_max_8,1
133,AI_max_8,3
134,AI_max_8,3
135,AI_max_8,2
136,AI_max_8,1
137,AI_max_8,3
138,AI_max_8,3
139,AI_max_8,2
140,AI_max_8,1
141,AI_max_8,1
142,AI_max_8,3
143,AI_max_8,2
