task,worker,label
344,AI_-sigma_26,2
345,AI_-sigma_26,1
346,AI_-sigma_26,2
347,AI_-sigma_26,1
340,AI_-sigma_26,2
341,AI_-sigma_26,3
342,AI_-sigma_26,1
343,AI_-sigma_26,3
348,AI_-sigma_26,1
349,AI_-sigma_26,1
595,AI_-sigma_26,3
719,AI_-sigma_26,0
718,AI_-sigma_26,2
717,AI_-sigma_26,3
716,AI_-sigma_26,3
715,AI_-sigma_26,1
714,AI_-sigma_26,1
713,AI_-sigma_26,3
712,AI_-sigma_26,3
711,AI_-sigma_26,2
710,AI_-sigma_26,3
606,AI_-sigma_26,1
594,AI_-sigma_26,1
736,AI_-sigma_26,2
619,AI_-sigma_26,1
298,AI_-sigma_26,2
299,AI_-sigma_26,2
296,AI_-sigma_26,2
297,AI_-sigma_26,2
294,AI_-sigma_26,2
295,AI_-sigma_26,2
292,AI_-sigma_26,0
293,AI_-sigma_26,3
290,AI_-sigma_26,0
291,AI_-sigma_26,1
591,AI_-sigma_26,1
590,AI_-sigma_26,2
593,AI_-sigma_26,1
592,AI_-sigma_26,2
199,AI_-sigma_26,1
198,AI_-sigma_26,3
597,AI_-sigma_26,1
596,AI_-sigma_26,1
195,AI_-sigma_26,3
194,AI_-sigma_26,2
197,AI_-sigma_26,3
196,AI_-sigma_26,3
191,AI_-sigma_26,1
190,AI_-sigma_26,3
193,AI_-sigma_26,3
192,AI_-sigma_26,0
270,AI_-sigma_26,0
271,AI_-sigma_26,0
272,AI_-sigma_26,3
273,AI_-sigma_26,3
274,AI_-sigma_26,2
275,AI_-sigma_26,1
276,AI_-sigma_26,2
277,AI_-sigma_26,1
278,AI_-sigma_26,2
279,AI_-sigma_26,1
738,AI_-sigma_26,3
524,AI_-sigma_26,3
525,AI_-sigma_26,1
526,AI_-sigma_26,2
527,AI_-sigma_26,3
520,AI_-sigma_26,3
521,AI_-sigma_26,2
522,AI_-sigma_26,0
523,AI_-sigma_26,2
599,AI_-sigma_26,3
528,AI_-sigma_26,3
529,AI_-sigma_26,3
449,AI_-sigma_26,3
448,AI_-sigma_26,0
443,AI_-sigma_26,3
442,AI_-sigma_26,3
441,AI_-sigma_26,3
440,AI_-sigma_26,1
447,AI_-sigma_26,2
446,AI_-sigma_26,3
445,AI_-sigma_26,0
444,AI_-sigma_26,1
108,AI_-sigma_26,2
109,AI_-sigma_26,1
102,AI_-sigma_26,1
103,AI_-sigma_26,2
100,AI_-sigma_26,0
101,AI_-sigma_26,2
106,AI_-sigma_26,3
107,AI_-sigma_26,2
104,AI_-sigma_26,2
105,AI_-sigma_26,1
39,AI_-sigma_26,0
38,AI_-sigma_26,2
33,AI_-sigma_26,2
32,AI_-sigma_26,1
31,AI_-sigma_26,2
30,AI_-sigma_26,2
37,AI_-sigma_26,2
36,AI_-sigma_26,3
35,AI_-sigma_26,2
34,AI_-sigma_26,2
641,AI_-sigma_26,2
640,AI_-sigma_26,2
643,AI_-sigma_26,1
642,AI_-sigma_26,2
645,AI_-sigma_26,3
644,AI_-sigma_26,1
438,AI_-sigma_26,2
439,AI_-sigma_26,1
436,AI_-sigma_26,2
437,AI_-sigma_26,3
434,AI_-sigma_26,1
435,AI_-sigma_26,2
432,AI_-sigma_26,2
433,AI_-sigma_26,2
430,AI_-sigma_26,2
431,AI_-sigma_26,2
339,AI_-sigma_26,3
338,AI_-sigma_26,0
335,AI_-sigma_26,2
334,AI_-sigma_26,1
337,AI_-sigma_26,0
336,AI_-sigma_26,2
331,AI_-sigma_26,3
330,AI_-sigma_26,2
333,AI_-sigma_26,3
332,AI_-sigma_26,2
744,AI_-sigma_26,1
745,AI_-sigma_26,1
748,AI_-sigma_26,0
6,AI_-sigma_26,1
99,AI_-sigma_26,0
98,AI_-sigma_26,2
91,AI_-sigma_26,1
90,AI_-sigma_26,2
93,AI_-sigma_26,2
92,AI_-sigma_26,3
95,AI_-sigma_26,0
94,AI_-sigma_26,3
97,AI_-sigma_26,1
96,AI_-sigma_26,2
740,AI_-sigma_26,1
741,AI_-sigma_26,2
742,AI_-sigma_26,2
743,AI_-sigma_26,3
559,AI_-sigma_26,1
558,AI_-sigma_26,2
746,AI_-sigma_26,3
747,AI_-sigma_26,1
555,AI_-sigma_26,2
554,AI_-sigma_26,2
557,AI_-sigma_26,2
556,AI_-sigma_26,3
551,AI_-sigma_26,2
550,AI_-sigma_26,2
553,AI_-sigma_26,1
552,AI_-sigma_26,2
238,AI_-sigma_26,2
239,AI_-sigma_26,0
234,AI_-sigma_26,1
235,AI_-sigma_26,2
236,AI_-sigma_26,2
237,AI_-sigma_26,1
230,AI_-sigma_26,1
231,AI_-sigma_26,1
232,AI_-sigma_26,3
233,AI_-sigma_26,1
1,AI_-sigma_26,3
614,AI_-sigma_26,3
146,AI_-sigma_26,2
147,AI_-sigma_26,3
144,AI_-sigma_26,3
145,AI_-sigma_26,2
142,AI_-sigma_26,2
143,AI_-sigma_26,2
140,AI_-sigma_26,2
141,AI_-sigma_26,3
612,AI_-sigma_26,2
613,AI_-sigma_26,2
610,AI_-sigma_26,2
611,AI_-sigma_26,3
616,AI_-sigma_26,2
617,AI_-sigma_26,0
148,AI_-sigma_26,3
149,AI_-sigma_26,3
768,AI_-sigma_26,0
689,AI_-sigma_26,2
688,AI_-sigma_26,3
685,AI_-sigma_26,1
684,AI_-sigma_26,2
687,AI_-sigma_26,3
686,AI_-sigma_26,3
681,AI_-sigma_26,2
680,AI_-sigma_26,3
683,AI_-sigma_26,2
682,AI_-sigma_26,1
623,AI_-sigma_26,2
622,AI_-sigma_26,2
133,AI_-sigma_26,1
132,AI_-sigma_26,2
131,AI_-sigma_26,2
130,AI_-sigma_26,0
137,AI_-sigma_26,3
136,AI_-sigma_26,1
135,AI_-sigma_26,2
134,AI_-sigma_26,1
494,AI_-sigma_26,1
495,AI_-sigma_26,3
139,AI_-sigma_26,3
138,AI_-sigma_26,2
490,AI_-sigma_26,2
491,AI_-sigma_26,3
492,AI_-sigma_26,2
493,AI_-sigma_26,3
24,AI_-sigma_26,0
25,AI_-sigma_26,2
26,AI_-sigma_26,3
27,AI_-sigma_26,3
20,AI_-sigma_26,1
21,AI_-sigma_26,2
22,AI_-sigma_26,1
23,AI_-sigma_26,2
28,AI_-sigma_26,2
29,AI_-sigma_26,3
407,AI_-sigma_26,1
406,AI_-sigma_26,1
405,AI_-sigma_26,2
404,AI_-sigma_26,1
403,AI_-sigma_26,0
402,AI_-sigma_26,1
401,AI_-sigma_26,2
400,AI_-sigma_26,2
629,AI_-sigma_26,2
409,AI_-sigma_26,1
408,AI_-sigma_26,1
628,AI_-sigma_26,3
758,AI_-sigma_26,3
379,AI_-sigma_26,2
378,AI_-sigma_26,2
371,AI_-sigma_26,0
370,AI_-sigma_26,2
373,AI_-sigma_26,3
372,AI_-sigma_26,1
375,AI_-sigma_26,3
374,AI_-sigma_26,1
377,AI_-sigma_26,1
376,AI_-sigma_26,2
708,AI_-sigma_26,2
709,AI_-sigma_26,1
704,AI_-sigma_26,1
705,AI_-sigma_26,2
706,AI_-sigma_26,3
707,AI_-sigma_26,2
700,AI_-sigma_26,2
618,AI_-sigma_26,3
702,AI_-sigma_26,3
703,AI_-sigma_26,2
393,AI_-sigma_26,2
392,AI_-sigma_26,1
88,AI_-sigma_26,1
89,AI_-sigma_26,1
397,AI_-sigma_26,1
396,AI_-sigma_26,3
395,AI_-sigma_26,1
394,AI_-sigma_26,1
82,AI_-sigma_26,2
83,AI_-sigma_26,0
80,AI_-sigma_26,1
81,AI_-sigma_26,3
86,AI_-sigma_26,2
87,AI_-sigma_26,1
84,AI_-sigma_26,2
85,AI_-sigma_26,1
797,AI_-sigma_26,3
796,AI_-sigma_26,1
795,AI_-sigma_26,1
794,AI_-sigma_26,3
793,AI_-sigma_26,0
792,AI_-sigma_26,3
791,AI_-sigma_26,3
790,AI_-sigma_26,2
799,AI_-sigma_26,2
798,AI_-sigma_26,2
7,AI_-sigma_26,1
601,AI_-sigma_26,2
607,AI_-sigma_26,2
586,AI_-sigma_26,3
587,AI_-sigma_26,1
584,AI_-sigma_26,0
585,AI_-sigma_26,3
582,AI_-sigma_26,2
583,AI_-sigma_26,3
580,AI_-sigma_26,3
581,AI_-sigma_26,2
588,AI_-sigma_26,0
589,AI_-sigma_26,1
245,AI_-sigma_26,0
244,AI_-sigma_26,1
247,AI_-sigma_26,2
246,AI_-sigma_26,0
241,AI_-sigma_26,0
240,AI_-sigma_26,3
243,AI_-sigma_26,1
242,AI_-sigma_26,0
615,AI_-sigma_26,2
249,AI_-sigma_26,1
248,AI_-sigma_26,1
519,AI_-sigma_26,2
518,AI_-sigma_26,2
511,AI_-sigma_26,2
510,AI_-sigma_26,3
513,AI_-sigma_26,1
512,AI_-sigma_26,0
515,AI_-sigma_26,3
514,AI_-sigma_26,0
