task,worker,label
t27,AI_-sigma_19,2
t542,AI_-sigma_19,3
t544,AI_-sigma_19,3
t569,AI_-sigma_19,2
t225,AI_-sigma_19,2
t655,AI_-sigma_19,4
t827,AI_-sigma_19,2
t1040,AI_-sigma_19,0
t20,AI_-sigma_19,2
t699,AI_-sigma_19,2
t812,AI_-sigma_19,4
t681,AI_-sigma_19,4
t360,AI_-sigma_19,0
t328,AI_-sigma_19,2
t908,AI_-sigma_19,2
t732,AI_-sigma_19,4
t97,AI_-sigma_19,3
t860,AI_-sigma_19,2
t817,AI_-sigma_19,2
t821,AI_-sigma_19,4
t822,AI_-sigma_19,4
t43,AI_-sigma_19,2
t284,AI_-sigma_19,2
t381,AI_-sigma_19,2
t21,AI_-sigma_19,4
t541,AI_-sigma_19,4
t995,AI_-sigma_19,2
t380,AI_-sigma_19,4
t750,AI_-sigma_19,2
t180,AI_-sigma_19,4
t322,AI_-sigma_19,0
t98,AI_-sigma_19,4
t395,AI_-sigma_19,4
t100,AI_-sigma_19,2
t1039,AI_-sigma_19,4
t1042,AI_-sigma_19,3
t685,AI_-sigma_19,0
t62,AI_-sigma_19,1
t309,AI_-sigma_19,2
t640,AI_-sigma_19,2
t509,AI_-sigma_19,4
t425,AI_-sigma_19,2
t776,AI_-sigma_19,2
t238,AI_-sigma_19,2
t730,AI_-sigma_19,4
t419,AI_-sigma_19,1
t131,AI_-sigma_19,2
t579,AI_-sigma_19,2
t171,AI_-sigma_19,2
t524,AI_-sigma_19,2
t713,AI_-sigma_19,2
t696,AI_-sigma_19,1
t4,AI_-sigma_19,4
t584,AI_-sigma_19,1
t353,AI_-sigma_19,1
t890,AI_-sigma_19,2
t482,AI_-sigma_19,4
t248,AI_-sigma_19,1
t25,AI_-sigma_19,2
t494,AI_-sigma_19,2
t839,AI_-sigma_19,4
t969,AI_-sigma_19,2
t29,AI_-sigma_19,2
t806,AI_-sigma_19,4
t978,AI_-sigma_19,1
t119,AI_-sigma_19,0
t796,AI_-sigma_19,2
t606,AI_-sigma_19,2
t314,AI_-sigma_19,1
t782,AI_-sigma_19,2
t69,AI_-sigma_19,3
t199,AI_-sigma_19,2
t427,AI_-sigma_19,0
t173,AI_-sigma_19,2
t941,AI_-sigma_19,2
t489,AI_-sigma_19,2
t804,AI_-sigma_19,2
t183,AI_-sigma_19,4
t945,AI_-sigma_19,1
t107,AI_-sigma_19,2
t834,AI_-sigma_19,3
t891,AI_-sigma_19,2
t430,AI_-sigma_19,3
t835,AI_-sigma_19,2
t555,AI_-sigma_19,4
t181,AI_-sigma_19,2
t12,AI_-sigma_19,2
t999,AI_-sigma_19,2
t926,AI_-sigma_19,0
t281,AI_-sigma_19,0
t706,AI_-sigma_19,2
t986,AI_-sigma_19,3
t102,AI_-sigma_19,2
t918,AI_-sigma_19,3
t456,AI_-sigma_19,1
t886,AI_-sigma_19,2
t125,AI_-sigma_19,1
t370,AI_-sigma_19,4
t446,AI_-sigma_19,2
t86,AI_-sigma_19,3
t277,AI_-sigma_19,3
t481,AI_-sigma_19,2
t346,AI_-sigma_19,2
t58,AI_-sigma_19,2
t63,AI_-sigma_19,2
t120,AI_-sigma_19,3
t196,AI_-sigma_19,1
t892,AI_-sigma_19,3
t1049,AI_-sigma_19,4
t214,AI_-sigma_19,3
t400,AI_-sigma_19,4
t979,AI_-sigma_19,3
t319,AI_-sigma_19,2
t636,AI_-sigma_19,2
t669,AI_-sigma_19,2
t303,AI_-sigma_19,1
t582,AI_-sigma_19,4
t335,AI_-sigma_19,0
t985,AI_-sigma_19,4
t376,AI_-sigma_19,2
t808,AI_-sigma_19,2
t170,AI_-sigma_19,1
t649,AI_-sigma_19,2
t358,AI_-sigma_19,1
t870,AI_-sigma_19,4
t50,AI_-sigma_19,2
t989,AI_-sigma_19,2
t189,AI_-sigma_19,0
t526,AI_-sigma_19,4
t885,AI_-sigma_19,4
t625,AI_-sigma_19,4
t141,AI_-sigma_19,0
t156,AI_-sigma_19,2
t453,AI_-sigma_19,2
t318,AI_-sigma_19,2
t426,AI_-sigma_19,1
t563,AI_-sigma_19,2
t373,AI_-sigma_19,2
t72,AI_-sigma_19,3
t547,AI_-sigma_19,4
t740,AI_-sigma_19,2
t363,AI_-sigma_19,3
t694,AI_-sigma_19,2
t578,AI_-sigma_19,2
t710,AI_-sigma_19,2
t490,AI_-sigma_19,3
t26,AI_-sigma_19,4
t271,AI_-sigma_19,4
t884,AI_-sigma_19,4
t840,AI_-sigma_19,2
t82,AI_-sigma_19,1
t680,AI_-sigma_19,3
t213,AI_-sigma_19,0
t129,AI_-sigma_19,4
t905,AI_-sigma_19,3
t1037,AI_-sigma_19,4
t116,AI_-sigma_19,4
t755,AI_-sigma_19,1
t450,AI_-sigma_19,2
t486,AI_-sigma_19,1
t1010,AI_-sigma_19,4
t81,AI_-sigma_19,0
t288,AI_-sigma_19,4
t733,AI_-sigma_19,4
t305,AI_-sigma_19,0
t241,AI_-sigma_19,1
t460,AI_-sigma_19,3
t567,AI_-sigma_19,2
t819,AI_-sigma_19,2
t345,AI_-sigma_19,2
t136,AI_-sigma_19,1
t774,AI_-sigma_19,0
t803,AI_-sigma_19,1
t413,AI_-sigma_19,0
t953,AI_-sigma_19,4
t359,AI_-sigma_19,2
t371,AI_-sigma_19,3
t581,AI_-sigma_19,3
t261,AI_-sigma_19,1
t95,AI_-sigma_19,2
t1015,AI_-sigma_19,3
t784,AI_-sigma_19,4
t783,AI_-sigma_19,0
t650,AI_-sigma_19,1
t851,AI_-sigma_19,2
t263,AI_-sigma_19,4
t174,AI_-sigma_19,4
t11,AI_-sigma_19,4
t1016,AI_-sigma_19,3
t588,AI_-sigma_19,2
t546,AI_-sigma_19,0
t638,AI_-sigma_19,1
t525,AI_-sigma_19,2
t33,AI_-sigma_19,4
t246,AI_-sigma_19,1
t549,AI_-sigma_19,2
t139,AI_-sigma_19,3
t618,AI_-sigma_19,3
t463,AI_-sigma_19,1
t508,AI_-sigma_19,2
t338,AI_-sigma_19,1
t117,AI_-sigma_19,2
t386,AI_-sigma_19,2
t1036,AI_-sigma_19,2
t668,AI_-sigma_19,2
t976,AI_-sigma_19,3
t586,AI_-sigma_19,2
t423,AI_-sigma_19,2
t1031,AI_-sigma_19,2
t202,AI_-sigma_19,1
t220,AI_-sigma_19,4
t502,AI_-sigma_19,0
t222,AI_-sigma_19,2
t488,AI_-sigma_19,2
t250,AI_-sigma_19,0
t188,AI_-sigma_19,0
t545,AI_-sigma_19,4
t336,AI_-sigma_19,2
t422,AI_-sigma_19,2
t949,AI_-sigma_19,4
t639,AI_-sigma_19,1
t876,AI_-sigma_19,2
t369,AI_-sigma_19,0
t676,AI_-sigma_19,4
t660,AI_-sigma_19,0
t496,AI_-sigma_19,3
t148,AI_-sigma_19,2
t532,AI_-sigma_19,1
t591,AI_-sigma_19,1
t40,AI_-sigma_19,4
t824,AI_-sigma_19,4
t285,AI_-sigma_19,4
t103,AI_-sigma_19,3
t854,AI_-sigma_19,4
t865,AI_-sigma_19,2
t1029,AI_-sigma_19,4
t168,AI_-sigma_19,2
t60,AI_-sigma_19,4
t570,AI_-sigma_19,0
t448,AI_-sigma_19,0
t402,AI_-sigma_19,2
t704,AI_-sigma_19,4
t879,AI_-sigma_19,0
t777,AI_-sigma_19,4
t1000,AI_-sigma_19,0
t36,AI_-sigma_19,4
t159,AI_-sigma_19,4
t980,AI_-sigma_19,4
t480,AI_-sigma_19,3
t1,AI_-sigma_19,0
t374,AI_-sigma_19,2
t1028,AI_-sigma_19,1
t596,AI_-sigma_19,2
t789,AI_-sigma_19,1
t657,AI_-sigma_19,4
t194,AI_-sigma_19,2
t112,AI_-sigma_19,4
t344,AI_-sigma_19,0
t815,AI_-sigma_19,2
t693,AI_-sigma_19,0
t93,AI_-sigma_19,3
t747,AI_-sigma_19,0
t622,AI_-sigma_19,3
t503,AI_-sigma_19,2
t643,AI_-sigma_19,1
t595,AI_-sigma_19,4
t705,AI_-sigma_19,1
t479,AI_-sigma_19,4
t811,AI_-sigma_19,4
t630,AI_-sigma_19,2
t759,AI_-sigma_19,4
t421,AI_-sigma_19,0
t1001,AI_-sigma_19,0
t557,AI_-sigma_19,0
t239,AI_-sigma_19,2
t383,AI_-sigma_19,2
t842,AI_-sigma_19,2
t428,AI_-sigma_19,2
t548,AI_-sigma_19,0
t768,AI_-sigma_19,0
t943,AI_-sigma_19,0
t99,AI_-sigma_19,2
t414,AI_-sigma_19,2
t229,AI_-sigma_19,0
t293,AI_-sigma_19,0
t786,AI_-sigma_19,1
t744,AI_-sigma_19,4
t1012,AI_-sigma_19,0
t169,AI_-sigma_19,2
t351,AI_-sigma_19,4
t773,AI_-sigma_19,1
t431,AI_-sigma_19,2
t161,AI_-sigma_19,0
t718,AI_-sigma_19,2
t576,AI_-sigma_19,2
t23,AI_-sigma_19,2
t564,AI_-sigma_19,0
t994,AI_-sigma_19,0
t84,AI_-sigma_19,2
t5,AI_-sigma_19,4
t234,AI_-sigma_19,4
t192,AI_-sigma_19,4
t122,AI_-sigma_19,2
t432,AI_-sigma_19,2
t721,AI_-sigma_19,0
t262,AI_-sigma_19,4
t852,AI_-sigma_19,2
t714,AI_-sigma_19,2
t902,AI_-sigma_19,2
t523,AI_-sigma_19,2
t518,AI_-sigma_19,2
t617,AI_-sigma_19,4
t150,AI_-sigma_19,2
t24,AI_-sigma_19,1
t703,AI_-sigma_19,0
t522,AI_-sigma_19,2
t252,AI_-sigma_19,0
t118,AI_-sigma_19,2
t341,AI_-sigma_19,1
t646,AI_-sigma_19,2
t83,AI_-sigma_19,2
t571,AI_-sigma_19,2
t752,AI_-sigma_19,1
t167,AI_-sigma_19,0
t389,AI_-sigma_19,4
t392,AI_-sigma_19,2
t198,AI_-sigma_19,2
t172,AI_-sigma_19,4
t847,AI_-sigma_19,2
t208,AI_-sigma_19,4
t1018,AI_-sigma_19,4
t923,AI_-sigma_19,0
t594,AI_-sigma_19,2
t717,AI_-sigma_19,2
t723,AI_-sigma_19,2
t265,AI_-sigma_19,4
t583,AI_-sigma_19,4
t71,AI_-sigma_19,0
t513,AI_-sigma_19,3
t506,AI_-sigma_19,3
t772,AI_-sigma_19,3
t825,AI_-sigma_19,2
t1034,AI_-sigma_19,2
t235,AI_-sigma_19,3
t575,AI_-sigma_19,0
t429,AI_-sigma_19,3
t540,AI_-sigma_19,1
t372,AI_-sigma_19,2
t226,AI_-sigma_19,2
t616,AI_-sigma_19,0
t68,AI_-sigma_19,2
t614,AI_-sigma_19,0
t598,AI_-sigma_19,2
t888,AI_-sigma_19,2
t990,AI_-sigma_19,0
t79,AI_-sigma_19,2
t53,AI_-sigma_19,4
t928,AI_-sigma_19,2
t572,AI_-sigma_19,4
t802,AI_-sigma_19,4
t939,AI_-sigma_19,4
t275,AI_-sigma_19,2
t982,AI_-sigma_19,2
