1214013637733470208,0.000000,0.000000,0.000094,0.000008,0.000095,0.999803
1214720126085414912,0.000000,0.999827,0.000082,0.000007,0.000084,0.000000
1216995115664904192,0.000000,0.000000,0.000145,0.000011,0.000148,0.999695
1218819838262435840,0.000000,0.000000,0.000209,0.000013,0.000211,0.999566
1227231575445843968,0.999986,0.000000,0.000007,0.000001,0.000007,0.000000
1232255650811564032,0.000000,0.000000,0.000166,0.000018,0.000169,0.999647
1233217766204809216,0.000000,0.000000,0.000105,0.000009,0.000108,0.999778
1235667474995179520,0.000000,0.000008,0.001446,0.997069,0.001474,0.000003
1235681277396660224,0.000000,0.999862,0.000066,0.000005,0.000067,0.000000
1237588681461911552,0.999974,0.000000,0.000012,0.000001,0.000013,0.000000
1247208416486895616,0.000000,0.000000,0.000106,0.000009,0.000109,0.999776
1251376725306589184,0.000000,0.000000,0.000150,0.000013,0.000153,0.999683
1257727831758516224,0.000000,0.000000,0.000196,0.000017,0.000200,0.999587
1258882814054891520,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1259842719851048960,0.000000,0.000000,0.000056,0.000004,0.000057,0.999883
1261260707250790400,0.000000,0.000000,0.000098,0.000006,0.000100,0.999795
1263166633888976896,0.000000,0.000000,0.000111,0.000007,0.000114,0.999768
1263510346758791168,0.000000,0.999954,0.000022,0.000002,0.000022,0.000000
1264217946441703424,0.000000,0.000000,0.000055,0.000004,0.000056,0.999885
1265415545882505216,0.000000,0.999879,0.000057,0.000005,0.000058,0.000000
1265769092515942400,0.000000,0.000000,0.000095,0.000006,0.000097,0.999801
1265843388894580736,0.999986,0.000000,0.000007,0.000000,0.000007,0.000000
1265927948617613312,0.000000,0.000000,0.000115,0.000014,0.000116,0.999755
1265985138883809280,0.000000,0.999961,0.000018,0.000001,0.000019,0.000000
1266026522370027520,0.999981,0.000000,0.000009,0.000001,0.000009,0.000000
1266086792433766400,0.999989,0.000000,0.000005,0.000000,0.000005,0.000000
1266129310030589952,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1266129458110423040,0.000000,0.000000,0.000059,0.000005,0.000061,0.999875
1266158945707495424,0.000000,0.000001,0.000162,0.000014,0.000165,0.999658
1266186504658989056,0.999979,0.000000,0.000010,0.000001,0.000010,0.000000
1266204662383796224,0.999972,0.000000,0.000013,0.000001,0.000013,0.000000
1266351347177336832,0.000000,0.999963,0.000018,0.000002,0.000018,0.000000
1266380698870591488,0.000000,0.999961,0.000018,0.000001,0.000019,0.000000
1266406360486301696,0.999987,0.000000,0.000006,0.000001,0.000006,0.000000
1266888196853395456,0.000000,0.999934,0.000031,0.000003,0.000032,0.000000
1267114893997735936,0.000000,0.000000,0.000056,0.000004,0.000057,0.999883
1267619918666543104,0.000000,0.000000,0.000075,0.000005,0.000077,0.999843
1268804904790958080,0.999984,0.000000,0.000008,0.000001,0.000008,0.000000
1268834466413199360,0.000000,0.000000,0.000112,0.000008,0.000115,0.999765
1270076503263531008,0.000000,0.000000,0.000070,0.000005,0.000072,0.999853
1270086686366711808,0.000000,0.000000,0.000065,0.000005,0.000066,0.999864
1273285691850416128,0.999991,0.000000,0.000004,0.000000,0.000004,0.000000
1273542151893405696,0.999976,0.000000,0.000011,0.000001,0.000012,0.000000
1274042464962314240,0.000000,0.000000,0.000121,0.000010,0.000124,0.999744
1274177329061933056,0.000000,0.000002,0.001631,0.996700,0.001664,0.000003
1277512823292256256,0.000000,0.000001,0.000818,0.998352,0.000827,0.000002
1280928661038870528,0.000000,0.000000,0.000068,0.000008,0.000069,0.999856
1281659152046198784,0.000000,0.000000,0.000098,0.000010,0.000100,0.999792
1282935445098311680,0.000000,0.000001,0.000818,0.998352,0.000827,0.000002
1285291434711670784,0.000000,0.000000,0.000070,0.000008,0.000071,0.999851
1285755702695415808,0.000000,0.000000,0.000087,0.000006,0.000089,0.999817
1285770821584093184,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1286110379106537472,0.000005,0.000195,0.513637,0.028479,0.456902,0.000783
1288139827578376192,0.999985,0.000000,0.000007,0.000001,0.000007,0.000000
1288584560981278720,0.000000,0.000002,0.001305,0.997359,0.001331,0.000004
1288590298109505536,0.000000,0.000009,0.001581,0.996792,0.001616,0.000003
1288665114481012736,0.999982,0.000000,0.000009,0.000001,0.000009,0.000000
1289720600806612992,0.000000,0.000000,0.000135,0.000014,0.000138,0.999714
1290688051304378368,0.000007,0.000177,0.523492,0.014305,0.461529,0.000489
1291839839889915904,0.999974,0.000000,0.000013,0.000001,0.000013,0.000000
1292924682010628096,0.999972,0.000000,0.000013,0.000001,0.000014,0.000000
1293654797967454208,0.999991,0.000000,0.000004,0.000000,0.000004,0.000000
1293852305482293248,0.000000,0.000001,0.000993,0.998000,0.001004,0.000003
1294444758379769856,0.000000,0.000000,0.000131,0.000011,0.000134,0.999724
1296236431371837440,0.000000,0.000001,0.000140,0.000012,0.000142,0.999705
1302429093586112512,0.000000,0.999893,0.000051,0.000004,0.000052,0.000000
1302498320364064768,0.000000,0.000000,0.000071,0.000008,0.000071,0.999850
1303113292475371520,0.000000,0.000000,0.000097,0.000007,0.000098,0.999797
1303640325781704704,0.999987,0.000000,0.000006,0.000000,0.000006,0.000000
1305228921072357376,0.000000,0.000000,0.000107,0.000011,0.000109,0.999772
1309257049696600064,0.999975,0.000000,0.000012,0.000001,0.000012,0.000000
1309329843457126400,0.999982,0.000000,0.000009,0.000001,0.000009,0.000000
1312897334762643456,0.000000,0.000000,0.000068,0.000008,0.000069,0.999856
1313651264702443520,0.000000,0.000001,0.001239,0.997504,0.001254,0.000002
1313689641233518592,0.000000,0.000001,0.001252,0.997469,0.001275,0.000002
1313714838640746496,0.999973,0.000000,0.000013,0.000001,0.000013,0.000000
1313869099051614208,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1314260507424165888,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1315783368622080000,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1316620623238459392,0.999978,0.000000,0.000011,0.000001,0.000011,0.000000
1316685871920353280,0.999984,0.000000,0.000008,0.000001,0.000008,0.000000
1316725390547791872,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1316761579082350592,0.999961,0.000000,0.000018,0.000001,0.000019,0.000000
1316765569341894656,0.999991,0.000000,0.000004,0.000000,0.000004,0.000000
1316816481942814720,0.999987,0.000000,0.000006,0.000000,0.000006,0.000000
1316834067338326016,0.999972,0.000000,0.000013,0.000001,0.000014,0.000000
1317000460004282368,0.999957,0.000000,0.000021,0.000002,0.000021,0.000000
1317081250860044288,0.000000,0.000000,0.000080,0.000006,0.000081,0.999833
1317107763814699008,0.999987,0.000000,0.000006,0.000000,0.000006,0.000000
1317120467010899968,0.999957,0.000000,0.000020,0.000002,0.000021,0.000000
1317127308600315904,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1317177077460848640,0.999990,0.000000,0.000005,0.000000,0.000005,0.000000
1317255610858024960,0.999900,0.000000,0.000048,0.000004,0.000049,0.000000
1317447597112655872,0.999983,0.000000,0.000008,0.000001,0.000008,0.000000
1317530828033896448,0.999700,0.000000,0.000140,0.000017,0.000142,0.000001
1317541551099269120,0.000000,0.000000,0.000125,0.000009,0.000127,0.999739
1317566997375352832,0.000000,0.000000,0.000203,0.000014,0.000207,0.999576
1317823169726697472,0.999987,0.000000,0.000006,0.000000,0.000006,0.000000
1318802844871499776,0.000000,0.000001,0.001313,0.997341,0.001343,0.000002
1319630701587779584,0.999986,0.000000,0.000007,0.000000,0.000007,0.000000
1319726787874623488,0.999989,0.000000,0.000005,0.000000,0.000005,0.000000
1321192079079493632,0.999978,0.000000,0.000010,0.000001,0.000011,0.000000
1321239661394550784,0.999980,0.000000,0.000010,0.000001,0.000010,0.000000
1321249887770521600,0.000000,0.000000,0.000066,0.000005,0.000068,0.999861
1321430891332276224,0.999988,0.000000,0.000006,0.000000,0.000006,0.000000
1321440848979046400,0.999987,0.000000,0.000006,0.000000,0.000006,0.000000
1321475594773688320,0.999957,0.000000,0.000021,0.000002,0.000021,0.000000
