task,worker,label
1,AI_max_24,2
2,AI_max_24,3
3,AI_max_24,3
4,AI_max_24,1
5,AI_max_24,1
6,AI_max_24,3
7,AI_max_24,3
8,AI_max_24,2
9,AI_max_24,1
10,AI_max_24,3
11,AI_max_24,3
12,AI_max_24,2
13,AI_max_24,3
14,AI_max_24,1
15,AI_max_24,3
16,AI_max_24,2
17,AI_max_24,3
18,AI_max_24,1
19,AI_max_24,3
20,AI_max_24,2
21,AI_max_24,3
22,AI_max_24,3
23,AI_max_24,1
24,AI_max_24,2
25,AI_max_24,1
26,AI_max_24,3
27,AI_max_24,2
28,AI_max_24,3
29,AI_max_24,2
30,AI_max_24,1
31,AI_max_24,3
32,AI_max_24,3
33,AI_max_24,3
34,AI_max_24,1
35,AI_max_24,2
36,AI_max_24,3
37,AI_max_24,2
38,AI_max_24,1
39,AI_max_24,3
40,AI_max_24,3
41,AI_max_24,2
42,AI_max_24,1
43,AI_max_24,3
44,AI_max_24,3
45,AI_max_24,3
46,AI_max_24,2
47,AI_max_24,3
48,AI_max_24,1
49,AI_max_24,1
50,AI_max_24,3
51,AI_max_24,2
52,AI_max_24,3
53,AI_max_24,3
54,AI_max_24,3
55,AI_max_24,1
56,AI_max_24,2
57,AI_max_24,1
58,AI_max_24,2
59,AI_max_24,3
60,AI_max_24,3
61,AI_max_24,2
62,AI_max_24,1
63,AI_max_24,3
64,AI_max_24,3
65,AI_max_24,2
66,AI_max_24,1
67,AI_max_24,3
68,AI_max_24,3
69,AI_max_24,2
70,AI_max_24,3
71,AI_max_24,1
72,AI_max_24,3
73,AI_max_24,3
74,AI_max_24,3
75,AI_max_24,2
76,AI_max_24,1
77,AI_max_24,2
78,AI_max_24,3
79,AI_max_24,3
80,AI_max_24,1
81,AI_max_24,1
82,AI_max_24,3
83,AI_max_24,2
84,AI_max_24,3
85,AI_max_24,1
86,AI_max_24,3
87,AI_max_24,3
88,AI_max_24,2
89,AI_max_24,3
90,AI_max_24,2
91,AI_max_24,3
92,AI_max_24,1
93,AI_max_24,1
94,AI_max_24,3
95,AI_max_24,3
96,AI_max_24,2
97,AI_max_24,3
98,AI_max_24,1
99,AI_max_24,2
100,AI_max_24,3
101,AI_max_24,2
102,AI_max_24,3
103,AI_max_24,3
104,AI_max_24,1
105,AI_max_24,3
106,AI_max_24,1
107,AI_max_24,3
108,AI_max_24,2
109,AI_max_24,2
110,AI_max_24,1
111,AI_max_24,3
112,AI_max_24,3
113,AI_max_24,2
114,AI_max_24,3
115,AI_max_24,3
116,AI_max_24,1
117,AI_max_24,2
118,AI_max_24,3
119,AI_max_24,1
120,AI_max_24,3
121,AI_max_24,3
122,AI_max_24,1
123,AI_max_24,2
124,AI_max_24,3
125,AI_max_24,1
126,AI_max_24,3
127,AI_max_24,2
128,AI_max_24,3
129,AI_max_24,2
130,AI_max_24,3
131,AI_max_24,3
132,AI_max_24,1
133,AI_max_24,3
134,AI_max_24,3
135,AI_max_24,2
136,AI_max_24,1
137,AI_max_24,3
138,AI_max_24,3
139,AI_max_24,2
140,AI_max_24,1
141,AI_max_24,1
142,AI_max_24,3
143,AI_max_24,2
144,AI_max_24,3
145,AI_max_24,3
146,AI_max_24,1
147,AI_max_24,3
148,AI_max_24,2
149,AI_max_24,2
150,AI_max_24,3
151,AI_max_24,1
152,AI_max_24,3
153,AI_max_24,3
154,AI_max_24,2
155,AI_max_24,3
156,AI_max_24,1
157,AI_max_24,1
158,AI_max_24,3
159,AI_max_24,2
160,AI_max_24,3
161,AI_max_24,1
162,AI_max_24,3
163,AI_max_24,2
164,AI_max_24,3
165,AI_max_24,3
166,AI_max_24,1
167,AI_max_24,3
168,AI_max_24,2
169,AI_max_24,1
170,AI_max_24,3
171,AI_max_24,2
172,AI_max_24,3
173,AI_max_24,3
174,AI_max_24,1
175,AI_max_24,3
176,AI_max_24,2
177,AI_max_24,1
178,AI_max_24,3
179,AI_max_24,2
180,AI_max_24,3
181,AI_max_24,3
182,AI_max_24,3
183,AI_max_24,1
184,AI_max_24,2
185,AI_max_24,3
186,AI_max_24,3
187,AI_max_24,2
188,AI_max_24,1
189,AI_max_24,3
190,AI_max_24,3
191,AI_max_24,2
192,AI_max_24,1
193,AI_max_24,3
194,AI_max_24,2
195,AI_max_24,3
196,AI_max_24,1
197,AI_max_24,3
198,AI_max_24,3
199,AI_max_24,2
200,AI_max_24,1
201,AI_max_24,1
202,AI_max_24,3
203,AI_max_24,2
204,AI_max_24,3
205,AI_max_24,3
206,AI_max_24,1
207,AI_max_24,3
208,AI_max_24,2
209,AI_max_24,2
210,AI_max_24,3
211,AI_max_24,3
212,AI_max_24,1
213,AI_max_24,1
214,AI_max_24,3
