task,worker,label
344,AI_-sigma_28,2
345,AI_-sigma_28,1
346,AI_-sigma_28,2
347,AI_-sigma_28,1
340,AI_-sigma_28,2
341,AI_-sigma_28,3
342,AI_-sigma_28,3
343,AI_-sigma_28,1
348,AI_-sigma_28,0
349,AI_-sigma_28,2
595,AI_-sigma_28,3
719,AI_-sigma_28,3
718,AI_-sigma_28,0
717,AI_-sigma_28,2
716,AI_-sigma_28,1
715,AI_-sigma_28,3
714,AI_-sigma_28,1
713,AI_-sigma_28,3
712,AI_-sigma_28,3
711,AI_-sigma_28,1
710,AI_-sigma_28,3
606,AI_-sigma_28,1
594,AI_-sigma_28,2
736,AI_-sigma_28,1
619,AI_-sigma_28,1
298,AI_-sigma_28,1
299,AI_-sigma_28,3
296,AI_-sigma_28,3
297,AI_-sigma_28,2
294,AI_-sigma_28,2
295,AI_-sigma_28,0
292,AI_-sigma_28,2
293,AI_-sigma_28,3
290,AI_-sigma_28,1
291,AI_-sigma_28,3
591,AI_-sigma_28,1
590,AI_-sigma_28,3
593,AI_-sigma_28,2
592,AI_-sigma_28,0
199,AI_-sigma_28,0
198,AI_-sigma_28,2
597,AI_-sigma_28,2
596,AI_-sigma_28,2
195,AI_-sigma_28,3
194,AI_-sigma_28,3
197,AI_-sigma_28,3
196,AI_-sigma_28,2
191,AI_-sigma_28,1
190,AI_-sigma_28,0
193,AI_-sigma_28,0
192,AI_-sigma_28,3
270,AI_-sigma_28,3
271,AI_-sigma_28,2
272,AI_-sigma_28,3
273,AI_-sigma_28,3
274,AI_-sigma_28,2
275,AI_-sigma_28,0
276,AI_-sigma_28,2
277,AI_-sigma_28,2
278,AI_-sigma_28,2
279,AI_-sigma_28,1
738,AI_-sigma_28,2
524,AI_-sigma_28,3
525,AI_-sigma_28,2
526,AI_-sigma_28,3
527,AI_-sigma_28,3
520,AI_-sigma_28,2
521,AI_-sigma_28,3
522,AI_-sigma_28,0
523,AI_-sigma_28,1
599,AI_-sigma_28,0
528,AI_-sigma_28,2
529,AI_-sigma_28,2
449,AI_-sigma_28,2
448,AI_-sigma_28,2
443,AI_-sigma_28,0
442,AI_-sigma_28,3
441,AI_-sigma_28,3
440,AI_-sigma_28,3
447,AI_-sigma_28,3
446,AI_-sigma_28,3
445,AI_-sigma_28,3
444,AI_-sigma_28,1
108,AI_-sigma_28,0
109,AI_-sigma_28,1
102,AI_-sigma_28,1
103,AI_-sigma_28,1
100,AI_-sigma_28,0
101,AI_-sigma_28,0
106,AI_-sigma_28,1
107,AI_-sigma_28,1
104,AI_-sigma_28,1
105,AI_-sigma_28,3
39,AI_-sigma_28,3
38,AI_-sigma_28,1
33,AI_-sigma_28,3
32,AI_-sigma_28,1
31,AI_-sigma_28,2
30,AI_-sigma_28,1
37,AI_-sigma_28,0
36,AI_-sigma_28,3
35,AI_-sigma_28,3
34,AI_-sigma_28,0
641,AI_-sigma_28,2
640,AI_-sigma_28,2
643,AI_-sigma_28,3
642,AI_-sigma_28,3
645,AI_-sigma_28,0
644,AI_-sigma_28,2
438,AI_-sigma_28,2
439,AI_-sigma_28,1
436,AI_-sigma_28,3
437,AI_-sigma_28,3
434,AI_-sigma_28,2
435,AI_-sigma_28,3
432,AI_-sigma_28,2
433,AI_-sigma_28,3
430,AI_-sigma_28,1
431,AI_-sigma_28,1
339,AI_-sigma_28,1
338,AI_-sigma_28,0
335,AI_-sigma_28,3
334,AI_-sigma_28,0
337,AI_-sigma_28,0
336,AI_-sigma_28,2
331,AI_-sigma_28,0
330,AI_-sigma_28,3
333,AI_-sigma_28,2
332,AI_-sigma_28,2
