task,worker,label
344,AI_max_11,2
345,AI_max_11,1
346,AI_max_11,2
347,AI_max_11,1
340,AI_max_11,1
341,AI_max_11,3
342,AI_max_11,3
343,AI_max_11,1
348,AI_max_11,2
349,AI_max_11,1
595,AI_max_11,3
719,AI_max_11,1
718,AI_max_11,2
717,AI_max_11,3
716,AI_max_11,1
715,AI_max_11,3
714,AI_max_11,1
713,AI_max_11,3
712,AI_max_11,3
711,AI_max_11,1
710,AI_max_11,3
606,AI_max_11,1
594,AI_max_11,1
736,AI_max_11,2
619,AI_max_11,1
298,AI_max_11,1
299,AI_max_11,1
296,AI_max_11,1
297,AI_max_11,2
294,AI_max_11,2
295,AI_max_11,1
292,AI_max_11,2
293,AI_max_11,3
290,AI_max_11,1
291,AI_max_11,3
591,AI_max_11,1
590,AI_max_11,1
593,AI_max_11,1
592,AI_max_11,2
199,AI_max_11,3
198,AI_max_11,2
597,AI_max_11,2
596,AI_max_11,1
195,AI_max_11,3
194,AI_max_11,1
197,AI_max_11,3
196,AI_max_11,3
191,AI_max_11,1
190,AI_max_11,3
193,AI_max_11,3
192,AI_max_11,3
270,AI_max_11,3
271,AI_max_11,3
272,AI_max_11,3
273,AI_max_11,3
274,AI_max_11,2
275,AI_max_11,1
276,AI_max_11,2
277,AI_max_11,2
278,AI_max_11,2
279,AI_max_11,1
738,AI_max_11,3
524,AI_max_11,3
525,AI_max_11,1
526,AI_max_11,1
527,AI_max_11,3
520,AI_max_11,1
521,AI_max_11,1
522,AI_max_11,2
523,AI_max_11,1
599,AI_max_11,1
528,AI_max_11,3
529,AI_max_11,2
449,AI_max_11,3
448,AI_max_11,2
443,AI_max_11,1
442,AI_max_11,3
441,AI_max_11,3
440,AI_max_11,1
447,AI_max_11,1
446,AI_max_11,3
445,AI_max_11,1
444,AI_max_11,1
108,AI_max_11,1
109,AI_max_11,1
102,AI_max_11,1
103,AI_max_11,1
100,AI_max_11,1
101,AI_max_11,2
106,AI_max_11,3
107,AI_max_11,3
104,AI_max_11,2
105,AI_max_11,1
39,AI_max_11,3
38,AI_max_11,2
33,AI_max_11,1
32,AI_max_11,1
31,AI_max_11,2
30,AI_max_11,1
37,AI_max_11,3
36,AI_max_11,3
35,AI_max_11,3
34,AI_max_11,1
641,AI_max_11,2
640,AI_max_11,1
643,AI_max_11,1
642,AI_max_11,1
645,AI_max_11,2
644,AI_max_11,1
438,AI_max_11,3
439,AI_max_11,1
436,AI_max_11,3
437,AI_max_11,3
434,AI_max_11,1
435,AI_max_11,1
432,AI_max_11,2
433,AI_max_11,1
430,AI_max_11,2
431,AI_max_11,3
339,AI_max_11,2
338,AI_max_11,1
335,AI_max_11,1
334,AI_max_11,3
337,AI_max_11,3
336,AI_max_11,2
331,AI_max_11,3
330,AI_max_11,1
333,AI_max_11,1
332,AI_max_11,2
744,AI_max_11,2
745,AI_max_11,3
748,AI_max_11,1
6,AI_max_11,2
99,AI_max_11,1
98,AI_max_11,2
91,AI_max_11,1
90,AI_max_11,1
93,AI_max_11,2
92,AI_max_11,1
95,AI_max_11,1
94,AI_max_11,3
97,AI_max_11,1
96,AI_max_11,2
740,AI_max_11,1
741,AI_max_11,1
742,AI_max_11,2
743,AI_max_11,3
559,AI_max_11,1
558,AI_max_11,3
746,AI_max_11,3
747,AI_max_11,1
555,AI_max_11,2
554,AI_max_11,2
557,AI_max_11,3
556,AI_max_11,2
551,AI_max_11,1
550,AI_max_11,2
553,AI_max_11,2
552,AI_max_11,1
238,AI_max_11,2
239,AI_max_11,1
234,AI_max_11,1
235,AI_max_11,2
236,AI_max_11,1
237,AI_max_11,1
230,AI_max_11,1
231,AI_max_11,1
232,AI_max_11,3
233,AI_max_11,1
1,AI_max_11,3
614,AI_max_11,2
146,AI_max_11,1
147,AI_max_11,3
144,AI_max_11,1
145,AI_max_11,1
142,AI_max_11,2
143,AI_max_11,1
140,AI_max_11,1
141,AI_max_11,3
612,AI_max_11,1
613,AI_max_11,1
610,AI_max_11,1
611,AI_max_11,3
616,AI_max_11,1
617,AI_max_11,2
148,AI_max_11,2
149,AI_max_11,3
768,AI_max_11,2
689,AI_max_11,3
688,AI_max_11,3
685,AI_max_11,1
684,AI_max_11,1
687,AI_max_11,3
686,AI_max_11,1
681,AI_max_11,1
680,AI_max_11,3
683,AI_max_11,2
682,AI_max_11,1
623,AI_max_11,1
622,AI_max_11,2
133,AI_max_11,1
132,AI_max_11,1
131,AI_max_11,1
130,AI_max_11,1
137,AI_max_11,3
136,AI_max_11,1
135,AI_max_11,2
134,AI_max_11,3
494,AI_max_11,3
495,AI_max_11,2
139,AI_max_11,3
138,AI_max_11,2
490,AI_max_11,2
491,AI_max_11,3
492,AI_max_11,2
493,AI_max_11,1
24,AI_max_11,1
25,AI_max_11,2
26,AI_max_11,3
27,AI_max_11,3
20,AI_max_11,1
21,AI_max_11,2
22,AI_max_11,3
23,AI_max_11,1
28,AI_max_11,2
29,AI_max_11,3
407,AI_max_11,1
406,AI_max_11,1
405,AI_max_11,2
404,AI_max_11,3
403,AI_max_11,1
402,AI_max_11,1
401,AI_max_11,3
400,AI_max_11,2
629,AI_max_11,2
409,AI_max_11,1
408,AI_max_11,1
628,AI_max_11,1
758,AI_max_11,3
379,AI_max_11,2
378,AI_max_11,2
371,AI_max_11,1
370,AI_max_11,3
373,AI_max_11,2
372,AI_max_11,3
375,AI_max_11,2
374,AI_max_11,1
377,AI_max_11,2
376,AI_max_11,1
708,AI_max_11,3
709,AI_max_11,1
704,AI_max_11,3
705,AI_max_11,2
706,AI_max_11,1
707,AI_max_11,2
700,AI_max_11,2
618,AI_max_11,1
702,AI_max_11,3
703,AI_max_11,1
393,AI_max_11,1
392,AI_max_11,1
88,AI_max_11,1
89,AI_max_11,1
397,AI_max_11,2
396,AI_max_11,1
395,AI_max_11,1
394,AI_max_11,3
82,AI_max_11,2
83,AI_max_11,1
80,AI_max_11,1
81,AI_max_11,1
86,AI_max_11,1
87,AI_max_11,1
84,AI_max_11,1
85,AI_max_11,1
797,AI_max_11,3
796,AI_max_11,3
795,AI_max_11,1
794,AI_max_11,3
793,AI_max_11,2
792,AI_max_11,3
791,AI_max_11,3
790,AI_max_11,1
799,AI_max_11,2
798,AI_max_11,1
7,AI_max_11,1
601,AI_max_11,1
607,AI_max_11,1
586,AI_max_11,1
587,AI_max_11,1
584,AI_max_11,3
585,AI_max_11,2
582,AI_max_11,1
583,AI_max_11,3
580,AI_max_11,3
581,AI_max_11,2
588,AI_max_11,1
589,AI_max_11,1
245,AI_max_11,3
244,AI_max_11,1
247,AI_max_11,2
246,AI_max_11,3
241,AI_max_11,1
240,AI_max_11,2
243,AI_max_11,1
242,AI_max_11,2
615,AI_max_11,1
249,AI_max_11,1
248,AI_max_11,2
519,AI_max_11,2
518,AI_max_11,2
511,AI_max_11,1
510,AI_max_11,3
513,AI_max_11,1
512,AI_max_11,1
515,AI_max_11,1
514,AI_max_11,2
517,AI_max_11,3
516,AI_max_11,3
458,AI_max_11,1
459,AI_max_11,2
621,AI_max_11,1
620,AI_max_11,1
627,AI_max_11,2
626,AI_max_11,3
625,AI_max_11,2
624,AI_max_11,1
450,AI_max_11,3
451,AI_max_11,3
452,AI_max_11,2
453,AI_max_11,3
454,AI_max_11,2
455,AI_max_11,3
456,AI_max_11,2
457,AI_max_11,3
179,AI_max_11,2
178,AI_max_11,3
177,AI_max_11,1
176,AI_max_11,1
175,AI_max_11,1
174,AI_max_11,3
173,AI_max_11,1
172,AI_max_11,2
171,AI_max_11,2
170,AI_max_11,1
656,AI_max_11,3
657,AI_max_11,3
654,AI_max_11,1
253,AI_max_11,2
182,AI_max_11,3
183,AI_max_11,3
180,AI_max_11,3
181,AI_max_11,3
186,AI_max_11,2
187,AI_max_11,3
184,AI_max_11,3
185,AI_max_11,3
652,AI_max_11,1
188,AI_max_11,1
189,AI_max_11,1
658,AI_max_11,3
653,AI_max_11,3
650,AI_max_11,2
651,AI_max_11,3
764,AI_max_11,2
11,AI_max_11,1
10,AI_max_11,1
13,AI_max_11,3
12,AI_max_11,1
15,AI_max_11,3
14,AI_max_11,1
17,AI_max_11,3
16,AI_max_11,1
19,AI_max_11,1
18,AI_max_11,1
659,AI_max_11,3
753,AI_max_11,1
752,AI_max_11,1
62,AI_max_11,1
756,AI_max_11,1
322,AI_max_11,3
323,AI_max_11,2
320,AI_max_11,3
321,AI_max_11,1
326,AI_max_11,2
327,AI_max_11,1
324,AI_max_11,3
325,AI_max_11,2
328,AI_max_11,3
329,AI_max_11,3
759,AI_max_11,1
201,AI_max_11,2
200,AI_max_11,3
203,AI_max_11,2
202,AI_max_11,2
205,AI_max_11,1
204,AI_max_11,1
207,AI_max_11,1
206,AI_max_11,3
209,AI_max_11,2
208,AI_max_11,1
779,AI_max_11,1
778,AI_max_11,1
77,AI_max_11,3
76,AI_max_11,3
75,AI_max_11,3
74,AI_max_11,1
73,AI_max_11,1
72,AI_max_11,3
71,AI_max_11,2
70,AI_max_11,2
655,AI_max_11,1
79,AI_max_11,2
78,AI_max_11,3
2,AI_max_11,2
805,AI_max_11,2
804,AI_max_11,2
669,AI_max_11,2
668,AI_max_11,3
667,AI_max_11,1
666,AI_max_11,1
665,AI_max_11,1
664,AI_max_11,2
663,AI_max_11,1
662,AI_max_11,2
661,AI_max_11,1
660,AI_max_11,2
769,AI_max_11,3
692,AI_max_11,1
693,AI_max_11,1
690,AI_max_11,3
691,AI_max_11,3
696,AI_max_11,1
697,AI_max_11,2
694,AI_max_11,3
695,AI_max_11,3
698,AI_max_11,1
699,AI_max_11,1
542,AI_max_11,2
543,AI_max_11,1
540,AI_max_11,3
541,AI_max_11,2
546,AI_max_11,2
547,AI_max_11,3
544,AI_max_11,1
545,AI_max_11,1
8,AI_max_11,1
548,AI_max_11,2
549,AI_max_11,2
68,AI_max_11,1
598,AI_max_11,2
120,AI_max_11,1
121,AI_max_11,1
122,AI_max_11,2
123,AI_max_11,2
124,AI_max_11,2
125,AI_max_11,1
126,AI_max_11,2
127,AI_max_11,3
128,AI_max_11,3
129,AI_max_11,2
765,AI_max_11,2
414,AI_max_11,3
415,AI_max_11,2
416,AI_max_11,3
417,AI_max_11,1
410,AI_max_11,1
411,AI_max_11,1
412,AI_max_11,3
413,AI_max_11,3
498,AI_max_11,2
418,AI_max_11,3
419,AI_max_11,3
776,AI_max_11,1
499,AI_max_11,3
319,AI_max_11,2
318,AI_max_11,1
313,AI_max_11,3
312,AI_max_11,3
311,AI_max_11,3
310,AI_max_11,1
317,AI_max_11,3
316,AI_max_11,1
315,AI_max_11,1
314,AI_max_11,1
496,AI_max_11,1
497,AI_max_11,3
3,AI_max_11,1
725,AI_max_11,2
368,AI_max_11,1
369,AI_max_11,2
366,AI_max_11,3
367,AI_max_11,1
364,AI_max_11,3
365,AI_max_11,1
362,AI_max_11,1
363,AI_max_11,3
360,AI_max_11,1
361,AI_max_11,2
