task,worker,label
1,AI_max_13,2
2,AI_max_13,3
3,AI_max_13,2
4,AI_max_13,1
5,AI_max_13,1
6,AI_max_13,3
7,AI_max_13,2
8,AI_max_13,2
9,AI_max_13,1
10,AI_max_13,2
11,AI_max_13,3
12,AI_max_13,2
13,AI_max_13,3
14,AI_max_13,1
15,AI_max_13,2
16,AI_max_13,2
17,AI_max_13,3
18,AI_max_13,1
19,AI_max_13,2
20,AI_max_13,2
21,AI_max_13,3
22,AI_max_13,2
23,AI_max_13,1
24,AI_max_13,2
25,AI_max_13,1
26,AI_max_13,2
27,AI_max_13,2
28,AI_max_13,3
29,AI_max_13,2
30,AI_max_13,1
31,AI_max_13,2
32,AI_max_13,3
33,AI_max_13,3
34,AI_max_13,1
35,AI_max_13,2
36,AI_max_13,2
37,AI_max_13,2
38,AI_max_13,1
39,AI_max_13,3
40,AI_max_13,2
41,AI_max_13,2
42,AI_max_13,1
43,AI_max_13,3
44,AI_max_13,2
45,AI_max_13,2
46,AI_max_13,2
47,AI_max_13,3
48,AI_max_13,1
49,AI_max_13,1
50,AI_max_13,2
51,AI_max_13,2
52,AI_max_13,3
53,AI_max_13,2
54,AI_max_13,3
55,AI_max_13,1
56,AI_max_13,2
57,AI_max_13,1
58,AI_max_13,2
59,AI_max_13,3
60,AI_max_13,2
61,AI_max_13,2
62,AI_max_13,1
63,AI_max_13,3
64,AI_max_13,2
65,AI_max_13,2
66,AI_max_13,1
67,AI_max_13,3
68,AI_max_13,2
69,AI_max_13,2
70,AI_max_13,2
71,AI_max_13,1
72,AI_max_13,3
73,AI_max_13,3
74,AI_max_13,2
75,AI_max_13,2
76,AI_max_13,1
77,AI_max_13,2
78,AI_max_13,3
79,AI_max_13,2
80,AI_max_13,1
81,AI_max_13,1
82,AI_max_13,3
83,AI_max_13,2
84,AI_max_13,2
85,AI_max_13,1
86,AI_max_13,3
87,AI_max_13,2
88,AI_max_13,2
89,AI_max_13,2
90,AI_max_13,2
91,AI_max_13,3
92,AI_max_13,1
93,AI_max_13,1
94,AI_max_13,3
95,AI_max_13,2
96,AI_max_13,2
97,AI_max_13,3
98,AI_max_13,1
99,AI_max_13,2
100,AI_max_13,2
101,AI_max_13,2
102,AI_max_13,3
103,AI_max_13,2
104,AI_max_13,1
105,AI_max_13,3
106,AI_max_13,1
107,AI_max_13,2
108,AI_max_13,2
109,AI_max_13,2
110,AI_max_13,1
111,AI_max_13,2
112,AI_max_13,3
113,AI_max_13,2
114,AI_max_13,3
115,AI_max_13,2
116,AI_max_13,1
117,AI_max_13,2
118,AI_max_13,3
119,AI_max_13,1
120,AI_max_13,2
121,AI_max_13,2
122,AI_max_13,1
123,AI_max_13,2
124,AI_max_13,3
125,AI_max_13,1
126,AI_max_13,3
127,AI_max_13,2
128,AI_max_13,2
129,AI_max_13,2
130,AI_max_13,3
131,AI_max_13,2
132,AI_max_13,1
133,AI_max_13,3
134,AI_max_13,2
135,AI_max_13,2
136,AI_max_13,1
137,AI_max_13,2
138,AI_max_13,3
139,AI_max_13,2
140,AI_max_13,1
141,AI_max_13,1
142,AI_max_13,3
143,AI_max_13,2
144,AI_max_13,2
145,AI_max_13,2
146,AI_max_13,1
147,AI_max_13,3
148,AI_max_13,2
149,AI_max_13,2
150,AI_max_13,3
151,AI_max_13,1
152,AI_max_13,2
153,AI_max_13,3
154,AI_max_13,2
155,AI_max_13,2
156,AI_max_13,1
157,AI_max_13,1
158,AI_max_13,3
159,AI_max_13,2
160,AI_max_13,2
161,AI_max_13,1
162,AI_max_13,2
163,AI_max_13,2
164,AI_max_13,3
165,AI_max_13,3
166,AI_max_13,1
167,AI_max_13,2
168,AI_max_13,2
169,AI_max_13,1
170,AI_max_13,3
171,AI_max_13,2
172,AI_max_13,2
173,AI_max_13,3
174,AI_max_13,1
175,AI_max_13,2
176,AI_max_13,2
177,AI_max_13,1
178,AI_max_13,3
179,AI_max_13,2
180,AI_max_13,2
181,AI_max_13,3
182,AI_max_13,2
