task,worker,label
344,AI_max_24,2
345,AI_max_24,1
346,AI_max_24,2
347,AI_max_24,1
340,AI_max_24,1
341,AI_max_24,3
342,AI_max_24,3
343,AI_max_24,1
348,AI_max_24,2
349,AI_max_24,1
595,AI_max_24,3
719,AI_max_24,3
718,AI_max_24,2
717,AI_max_24,3
716,AI_max_24,1
715,AI_max_24,3
714,AI_max_24,1
713,AI_max_24,3
712,AI_max_24,3
711,AI_max_24,1
710,AI_max_24,3
606,AI_max_24,1
594,AI_max_24,3
736,AI_max_24,2
619,AI_max_24,1
298,AI_max_24,3
299,AI_max_24,3
296,AI_max_24,3
297,AI_max_24,2
294,AI_max_24,2
295,AI_max_24,3
292,AI_max_24,2
293,AI_max_24,3
290,AI_max_24,1
291,AI_max_24,3
591,AI_max_24,1
590,AI_max_24,3
593,AI_max_24,1
592,AI_max_24,2
199,AI_max_24,3
198,AI_max_24,2
597,AI_max_24,2
596,AI_max_24,1
195,AI_max_24,3
194,AI_max_24,3
197,AI_max_24,3
196,AI_max_24,3
191,AI_max_24,1
190,AI_max_24,3
193,AI_max_24,3
192,AI_max_24,3
270,AI_max_24,3
271,AI_max_24,3
272,AI_max_24,3
273,AI_max_24,3
274,AI_max_24,2
275,AI_max_24,1
276,AI_max_24,2
277,AI_max_24,2
278,AI_max_24,2
279,AI_max_24,1
738,AI_max_24,3
524,AI_max_24,3
525,AI_max_24,1
526,AI_max_24,3
527,AI_max_24,3
520,AI_max_24,3
521,AI_max_24,3
522,AI_max_24,2
523,AI_max_24,3
599,AI_max_24,3
528,AI_max_24,3
529,AI_max_24,2
449,AI_max_24,3
448,AI_max_24,2
443,AI_max_24,3
442,AI_max_24,3
441,AI_max_24,3
440,AI_max_24,3
447,AI_max_24,3
446,AI_max_24,3
445,AI_max_24,3
444,AI_max_24,1
108,AI_max_24,3
109,AI_max_24,1
102,AI_max_24,1
103,AI_max_24,1
100,AI_max_24,3
101,AI_max_24,2
106,AI_max_24,3
107,AI_max_24,3
104,AI_max_24,2
105,AI_max_24,1
39,AI_max_24,3
38,AI_max_24,2
33,AI_max_24,3
32,AI_max_24,1
31,AI_max_24,2
30,AI_max_24,1
37,AI_max_24,3
36,AI_max_24,3
35,AI_max_24,3
34,AI_max_24,3
641,AI_max_24,2
640,AI_max_24,3
643,AI_max_24,1
642,AI_max_24,3
645,AI_max_24,2
644,AI_max_24,1
438,AI_max_24,3
439,AI_max_24,1
436,AI_max_24,3
437,AI_max_24,3
434,AI_max_24,1
435,AI_max_24,3
432,AI_max_24,2
433,AI_max_24,3
430,AI_max_24,2
431,AI_max_24,3
339,AI_max_24,2
338,AI_max_24,3
335,AI_max_24,3
334,AI_max_24,3
337,AI_max_24,3
336,AI_max_24,2
331,AI_max_24,3
330,AI_max_24,3
333,AI_max_24,3
332,AI_max_24,2
744,AI_max_24,2
745,AI_max_24,3
748,AI_max_24,3
6,AI_max_24,2
99,AI_max_24,3
98,AI_max_24,2
91,AI_max_24,1
90,AI_max_24,1
93,AI_max_24,2
92,AI_max_24,3
95,AI_max_24,1
94,AI_max_24,3
97,AI_max_24,1
96,AI_max_24,2
740,AI_max_24,1
741,AI_max_24,3
742,AI_max_24,2
743,AI_max_24,3
559,AI_max_24,1
558,AI_max_24,3
746,AI_max_24,3
747,AI_max_24,1
555,AI_max_24,2
554,AI_max_24,2
557,AI_max_24,3
556,AI_max_24,2
551,AI_max_24,3
550,AI_max_24,2
553,AI_max_24,2
552,AI_max_24,3
238,AI_max_24,2
239,AI_max_24,1
234,AI_max_24,1
235,AI_max_24,2
236,AI_max_24,3
237,AI_max_24,1
230,AI_max_24,1
231,AI_max_24,1
232,AI_max_24,3
233,AI_max_24,1
1,AI_max_24,3
614,AI_max_24,2
146,AI_max_24,1
147,AI_max_24,3
144,AI_max_24,1
145,AI_max_24,3
142,AI_max_24,2
143,AI_max_24,3
140,AI_max_24,3
141,AI_max_24,3
612,AI_max_24,3
613,AI_max_24,3
610,AI_max_24,1
611,AI_max_24,3
616,AI_max_24,3
617,AI_max_24,2
148,AI_max_24,2
149,AI_max_24,3
768,AI_max_24,2
689,AI_max_24,3
688,AI_max_24,3
685,AI_max_24,1
684,AI_max_24,3
687,AI_max_24,3
686,AI_max_24,3
681,AI_max_24,3
680,AI_max_24,3
683,AI_max_24,2
682,AI_max_24,1
623,AI_max_24,3
622,AI_max_24,2
133,AI_max_24,1
132,AI_max_24,1
131,AI_max_24,3
130,AI_max_24,1
137,AI_max_24,3
136,AI_max_24,1
135,AI_max_24,2
134,AI_max_24,3
494,AI_max_24,3
495,AI_max_24,2
139,AI_max_24,3
138,AI_max_24,2
490,AI_max_24,2
491,AI_max_24,3
492,AI_max_24,2
493,AI_max_24,1
24,AI_max_24,1
25,AI_max_24,2
26,AI_max_24,3
27,AI_max_24,3
20,AI_max_24,1
21,AI_max_24,2
22,AI_max_24,3
23,AI_max_24,3
28,AI_max_24,2
29,AI_max_24,3
407,AI_max_24,1
406,AI_max_24,1
405,AI_max_24,2
404,AI_max_24,3
403,AI_max_24,1
402,AI_max_24,1
401,AI_max_24,3
400,AI_max_24,2
629,AI_max_24,2
409,AI_max_24,1
408,AI_max_24,1
628,AI_max_24,3
758,AI_max_24,3
379,AI_max_24,2
378,AI_max_24,2
371,AI_max_24,3
370,AI_max_24,3
373,AI_max_24,2
372,AI_max_24,3
375,AI_max_24,2
374,AI_max_24,1
377,AI_max_24,2
376,AI_max_24,3
708,AI_max_24,3
709,AI_max_24,1
704,AI_max_24,3
705,AI_max_24,2
706,AI_max_24,3
707,AI_max_24,2
700,AI_max_24,2
618,AI_max_24,1
702,AI_max_24,3
703,AI_max_24,3
393,AI_max_24,3
392,AI_max_24,1
88,AI_max_24,1
89,AI_max_24,3
397,AI_max_24,2
396,AI_max_24,3
395,AI_max_24,1
394,AI_max_24,3
82,AI_max_24,2
83,AI_max_24,3
80,AI_max_24,1
81,AI_max_24,1
86,AI_max_24,3
87,AI_max_24,1
84,AI_max_24,3
85,AI_max_24,1
797,AI_max_24,3
796,AI_max_24,3
795,AI_max_24,1
794,AI_max_24,3
793,AI_max_24,2
792,AI_max_24,3
791,AI_max_24,3
790,AI_max_24,3
799,AI_max_24,2
798,AI_max_24,3
7,AI_max_24,3
601,AI_max_24,1
607,AI_max_24,3
586,AI_max_24,3
587,AI_max_24,1
584,AI_max_24,3
585,AI_max_24,2
582,AI_max_24,1
583,AI_max_24,3
580,AI_max_24,3
581,AI_max_24,2
588,AI_max_24,1
589,AI_max_24,1
245,AI_max_24,3
244,AI_max_24,1
247,AI_max_24,2
246,AI_max_24,3
241,AI_max_24,3
240,AI_max_24,2
243,AI_max_24,1
242,AI_max_24,2
615,AI_max_24,3
249,AI_max_24,1
248,AI_max_24,2
519,AI_max_24,2
518,AI_max_24,2
511,AI_max_24,3
510,AI_max_24,3
513,AI_max_24,3
512,AI_max_24,3
515,AI_max_24,1
514,AI_max_24,2
517,AI_max_24,3
516,AI_max_24,3
458,AI_max_24,3
459,AI_max_24,2
621,AI_max_24,3
620,AI_max_24,3
627,AI_max_24,2
626,AI_max_24,3
625,AI_max_24,2
624,AI_max_24,1
450,AI_max_24,3
451,AI_max_24,3
452,AI_max_24,2
453,AI_max_24,3
454,AI_max_24,2
455,AI_max_24,3
456,AI_max_24,2
457,AI_max_24,3
179,AI_max_24,2
178,AI_max_24,3
177,AI_max_24,3
176,AI_max_24,1
175,AI_max_24,1
174,AI_max_24,3
173,AI_max_24,1
172,AI_max_24,2
171,AI_max_24,2
170,AI_max_24,1
656,AI_max_24,3
657,AI_max_24,3
654,AI_max_24,1
253,AI_max_24,2
182,AI_max_24,3
183,AI_max_24,3
180,AI_max_24,3
181,AI_max_24,3
186,AI_max_24,2
187,AI_max_24,3
184,AI_max_24,3
185,AI_max_24,3
652,AI_max_24,3
188,AI_max_24,3
189,AI_max_24,3
658,AI_max_24,3
653,AI_max_24,3
650,AI_max_24,2
651,AI_max_24,3
764,AI_max_24,2
11,AI_max_24,3
10,AI_max_24,3
13,AI_max_24,3
12,AI_max_24,1
15,AI_max_24,3
14,AI_max_24,1
17,AI_max_24,3
16,AI_max_24,3
19,AI_max_24,1
18,AI_max_24,1
659,AI_max_24,3
753,AI_max_24,3
752,AI_max_24,3
62,AI_max_24,3
756,AI_max_24,3
322,AI_max_24,3
323,AI_max_24,2
320,AI_max_24,3
321,AI_max_24,3
326,AI_max_24,2
327,AI_max_24,3
324,AI_max_24,3
325,AI_max_24,2
328,AI_max_24,3
329,AI_max_24,3
759,AI_max_24,1
201,AI_max_24,2
200,AI_max_24,3
203,AI_max_24,2
202,AI_max_24,2
205,AI_max_24,3
204,AI_max_24,1
207,AI_max_24,1
206,AI_max_24,3
209,AI_max_24,2
208,AI_max_24,1
779,AI_max_24,1
778,AI_max_24,1
77,AI_max_24,3
76,AI_max_24,3
75,AI_max_24,3
74,AI_max_24,1
73,AI_max_24,1
72,AI_max_24,3
71,AI_max_24,2
70,AI_max_24,2
655,AI_max_24,3
79,AI_max_24,2
78,AI_max_24,3
2,AI_max_24,2
805,AI_max_24,2
804,AI_max_24,2
669,AI_max_24,2
668,AI_max_24,3
667,AI_max_24,3
666,AI_max_24,3
665,AI_max_24,1
664,AI_max_24,2
663,AI_max_24,1
662,AI_max_24,2
661,AI_max_24,1
660,AI_max_24,2
769,AI_max_24,3
692,AI_max_24,3
693,AI_max_24,3
690,AI_max_24,3
691,AI_max_24,3
696,AI_max_24,3
697,AI_max_24,2
694,AI_max_24,3
695,AI_max_24,3
698,AI_max_24,3
699,AI_max_24,3
542,AI_max_24,2
543,AI_max_24,3
540,AI_max_24,3
541,AI_max_24,2
546,AI_max_24,2
547,AI_max_24,3
544,AI_max_24,3
545,AI_max_24,1
8,AI_max_24,3
548,AI_max_24,2
549,AI_max_24,2
68,AI_max_24,3
598,AI_max_24,2
120,AI_max_24,3
121,AI_max_24,3
122,AI_max_24,2
123,AI_max_24,2
124,AI_max_24,2
125,AI_max_24,3
126,AI_max_24,2
127,AI_max_24,3
128,AI_max_24,3
129,AI_max_24,2
765,AI_max_24,2
414,AI_max_24,3
415,AI_max_24,2
416,AI_max_24,3
417,AI_max_24,3
410,AI_max_24,3
411,AI_max_24,1
412,AI_max_24,3
413,AI_max_24,3
498,AI_max_24,2
418,AI_max_24,3
419,AI_max_24,3
776,AI_max_24,1
499,AI_max_24,3
319,AI_max_24,2
318,AI_max_24,1
313,AI_max_24,3
312,AI_max_24,3
311,AI_max_24,3
310,AI_max_24,1
317,AI_max_24,3
316,AI_max_24,1
315,AI_max_24,3
314,AI_max_24,3
496,AI_max_24,1
497,AI_max_24,3
3,AI_max_24,1
725,AI_max_24,2
368,AI_max_24,3
369,AI_max_24,2
366,AI_max_24,3
367,AI_max_24,1
364,AI_max_24,3
365,AI_max_24,1
362,AI_max_24,1
363,AI_max_24,3
360,AI_max_24,3
361,AI_max_24,2
380,AI_max_24,3
381,AI_max_24,3
382,AI_max_24,3
383,AI_max_24,1
384,AI_max_24,3
385,AI_max_24,2
386,AI_max_24,2
387,AI_max_24,1
388,AI_max_24,1
389,AI_max_24,2
784,AI_max_24,3
785,AI_max_24,3
786,AI_max_24,3
787,AI_max_24,1
780,AI_max_24,2
781,AI_max_24,1
782,AI_max_24,2
783,AI_max_24,2
788,AI_max_24,2
789,AI_max_24,3
605,AI_max_24,2
579,AI_max_24,2
578,AI_max_24,3
604,AI_max_24,3
573,AI_max_24,3
572,AI_max_24,1
571,AI_max_24,2
570,AI_max_24,2
577,AI_max_24,2
576,AI_max_24,3
575,AI_max_24,3
574,AI_max_24,3
60,AI_max_24,2
61,AI_max_24,3
258,AI_max_24,3
259,AI_max_24,2
64,AI_max_24,2
65,AI_max_24,3
66,AI_max_24,3
67,AI_max_24,2
252,AI_max_24,2
69,AI_max_24,2
250,AI_max_24,3
251,AI_max_24,1
256,AI_max_24,1
257,AI_max_24,3
254,AI_max_24,3
255,AI_max_24,2
603,AI_max_24,3
602,AI_max_24,2
731,AI_max_24,3
730,AI_max_24,2
733,AI_max_24,3
732,AI_max_24,3
735,AI_max_24,2
734,AI_max_24,3
508,AI_max_24,2
509,AI_max_24,3
506,AI_max_24,1
507,AI_max_24,2
504,AI_max_24,3
505,AI_max_24,1
502,AI_max_24,2
503,AI_max_24,3
500,AI_max_24,2
501,AI_max_24,3
630,AI_max_24,3
631,AI_max_24,2
632,AI_max_24,3
633,AI_max_24,3
469,AI_max_24,1
468,AI_max_24,2
636,AI_max_24,3
637,AI_max_24,1
465,AI_max_24,2
464,AI_max_24,2
467,AI_max_24,2
466,AI_max_24,3
461,AI_max_24,3
460,AI_max_24,1
463,AI_max_24,1
462,AI_max_24,3
168,AI_max_24,3
169,AI_max_24,1
164,AI_max_24,3
165,AI_max_24,3
166,AI_max_24,2
167,AI_max_24,3
160,AI_max_24,1
161,AI_max_24,2
162,AI_max_24,1
163,AI_max_24,3
600,AI_max_24,1
9,AI_max_24,3
647,AI_max_24,3
646,AI_max_24,3
649,AI_max_24,3
648,AI_max_24,2
357,AI_max_24,3
356,AI_max_24,3
355,AI_max_24,3
354,AI_max_24,1
353,AI_max_24,2
352,AI_max_24,1
351,AI_max_24,3
350,AI_max_24,1
803,AI_max_24,2
802,AI_max_24,1
801,AI_max_24,2
800,AI_max_24,3
807,AI_max_24,3
806,AI_max_24,3
359,AI_max_24,2
358,AI_max_24,3
216,AI_max_24,3
217,AI_max_24,1
214,AI_max_24,1
215,AI_max_24,3
212,AI_max_24,1
213,AI_max_24,1
210,AI_max_24,2
211,AI_max_24,3
762,AI_max_24,3
763,AI_max_24,1
760,AI_max_24,1
761,AI_max_24,2
766,AI_max_24,3
767,AI_max_24,1
218,AI_max_24,2
219,AI_max_24,1
289,AI_max_24,2
288,AI_max_24,3
4,AI_max_24,3
281,AI_max_24,3
280,AI_max_24,3
283,AI_max_24,3
282,AI_max_24,1
285,AI_max_24,3
284,AI_max_24,1
287,AI_max_24,3
286,AI_max_24,2
678,AI_max_24,3
679,AI_max_24,3
674,AI_max_24,3
675,AI_max_24,3
676,AI_max_24,2
677,AI_max_24,1
670,AI_max_24,2
671,AI_max_24,2
672,AI_max_24,1
673,AI_max_24,3
263,AI_max_24,3
262,AI_max_24,2
261,AI_max_24,1
260,AI_max_24,2
267,AI_max_24,2
266,AI_max_24,1
265,AI_max_24,3
264,AI_max_24,1
269,AI_max_24,3
268,AI_max_24,2
701,AI_max_24,2
59,AI_max_24,1
