task,worker,label
1,AI_-sigma_18,2
2,AI_-sigma_18,0
3,AI_-sigma_18,1
4,AI_-sigma_18,1
5,AI_-sigma_18,3
6,AI_-sigma_18,3
7,AI_-sigma_18,3
8,AI_-sigma_18,2
9,AI_-sigma_18,1
10,AI_-sigma_18,1
11,AI_-sigma_18,0
12,AI_-sigma_18,0
13,AI_-sigma_18,1
14,AI_-sigma_18,1
15,AI_-sigma_18,3
16,AI_-sigma_18,0
17,AI_-sigma_18,1
18,AI_-sigma_18,1
19,AI_-sigma_18,0
20,AI_-sigma_18,3
21,AI_-sigma_18,3
22,AI_-sigma_18,0
23,AI_-sigma_18,1
24,AI_-sigma_18,2
25,AI_-sigma_18,1
26,AI_-sigma_18,3
27,AI_-sigma_18,2
28,AI_-sigma_18,1
29,AI_-sigma_18,2
30,AI_-sigma_18,1
31,AI_-sigma_18,1
32,AI_-sigma_18,3
33,AI_-sigma_18,3
34,AI_-sigma_18,1
35,AI_-sigma_18,0
36,AI_-sigma_18,0
37,AI_-sigma_18,3
38,AI_-sigma_18,1
39,AI_-sigma_18,3
40,AI_-sigma_18,1
41,AI_-sigma_18,3
42,AI_-sigma_18,3
43,AI_-sigma_18,3
44,AI_-sigma_18,1
45,AI_-sigma_18,1
46,AI_-sigma_18,2
47,AI_-sigma_18,3
48,AI_-sigma_18,1
49,AI_-sigma_18,0
50,AI_-sigma_18,1
51,AI_-sigma_18,0
52,AI_-sigma_18,0
53,AI_-sigma_18,1
54,AI_-sigma_18,3
55,AI_-sigma_18,1
56,AI_-sigma_18,0
57,AI_-sigma_18,3
58,AI_-sigma_18,3
59,AI_-sigma_18,2
60,AI_-sigma_18,1
61,AI_-sigma_18,2
62,AI_-sigma_18,2
63,AI_-sigma_18,3
64,AI_-sigma_18,0
65,AI_-sigma_18,2
66,AI_-sigma_18,1
67,AI_-sigma_18,0
68,AI_-sigma_18,2
69,AI_-sigma_18,1
70,AI_-sigma_18,2
71,AI_-sigma_18,2
72,AI_-sigma_18,3
73,AI_-sigma_18,3
74,AI_-sigma_18,3
75,AI_-sigma_18,2
76,AI_-sigma_18,2
77,AI_-sigma_18,2
78,AI_-sigma_18,3
79,AI_-sigma_18,1
80,AI_-sigma_18,1
81,AI_-sigma_18,1
82,AI_-sigma_18,3
83,AI_-sigma_18,3
84,AI_-sigma_18,1
85,AI_-sigma_18,1
86,AI_-sigma_18,2
87,AI_-sigma_18,3
88,AI_-sigma_18,2
89,AI_-sigma_18,3
90,AI_-sigma_18,2
91,AI_-sigma_18,3
92,AI_-sigma_18,1
93,AI_-sigma_18,1
94,AI_-sigma_18,3
95,AI_-sigma_18,1
96,AI_-sigma_18,3
97,AI_-sigma_18,3
98,AI_-sigma_18,1
99,AI_-sigma_18,2
100,AI_-sigma_18,2
101,AI_-sigma_18,0
102,AI_-sigma_18,2
103,AI_-sigma_18,2
104,AI_-sigma_18,2
105,AI_-sigma_18,0
106,AI_-sigma_18,1
107,AI_-sigma_18,1
108,AI_-sigma_18,2
109,AI_-sigma_18,0
110,AI_-sigma_18,1
111,AI_-sigma_18,1
112,AI_-sigma_18,0
113,AI_-sigma_18,2
114,AI_-sigma_18,3
115,AI_-sigma_18,0
116,AI_-sigma_18,1
117,AI_-sigma_18,2
118,AI_-sigma_18,2
119,AI_-sigma_18,0
120,AI_-sigma_18,1
121,AI_-sigma_18,0
122,AI_-sigma_18,0
123,AI_-sigma_18,2
124,AI_-sigma_18,3
125,AI_-sigma_18,1
126,AI_-sigma_18,0
127,AI_-sigma_18,2
128,AI_-sigma_18,1
129,AI_-sigma_18,0
130,AI_-sigma_18,3
131,AI_-sigma_18,1
132,AI_-sigma_18,1
133,AI_-sigma_18,2
134,AI_-sigma_18,1
135,AI_-sigma_18,2
136,AI_-sigma_18,1
137,AI_-sigma_18,0
138,AI_-sigma_18,3
139,AI_-sigma_18,2
140,AI_-sigma_18,1
141,AI_-sigma_18,2
142,AI_-sigma_18,3
143,AI_-sigma_18,0
