task,worker,label
1,AI_max_9,2
2,AI_max_9,3
3,AI_max_9,2
4,AI_max_9,1
5,AI_max_9,1
6,AI_max_9,3
7,AI_max_9,2
8,AI_max_9,2
9,AI_max_9,1
10,AI_max_9,2
11,AI_max_9,3
12,AI_max_9,2
13,AI_max_9,3
14,AI_max_9,1
15,AI_max_9,2
16,AI_max_9,2
17,AI_max_9,3
18,AI_max_9,1
19,AI_max_9,2
20,AI_max_9,2
21,AI_max_9,3
22,AI_max_9,2
23,AI_max_9,1
24,AI_max_9,2
25,AI_max_9,1
26,AI_max_9,2
27,AI_max_9,2
28,AI_max_9,3
29,AI_max_9,2
30,AI_max_9,1
31,AI_max_9,2
32,AI_max_9,3
33,AI_max_9,3
34,AI_max_9,1
35,AI_max_9,2
36,AI_max_9,2
37,AI_max_9,2
38,AI_max_9,1
39,AI_max_9,3
40,AI_max_9,2
41,AI_max_9,2
42,AI_max_9,1
43,AI_max_9,3
44,AI_max_9,2
45,AI_max_9,2
46,AI_max_9,2
47,AI_max_9,3
48,AI_max_9,1
49,AI_max_9,1
50,AI_max_9,2
51,AI_max_9,2
52,AI_max_9,3
53,AI_max_9,2
54,AI_max_9,3
55,AI_max_9,1
56,AI_max_9,2
57,AI_max_9,1
58,AI_max_9,2
59,AI_max_9,3
60,AI_max_9,2
61,AI_max_9,2
62,AI_max_9,1
63,AI_max_9,3
64,AI_max_9,2
65,AI_max_9,2
66,AI_max_9,1
67,AI_max_9,3
68,AI_max_9,2
69,AI_max_9,2
70,AI_max_9,2
71,AI_max_9,1
72,AI_max_9,3
73,AI_max_9,3
74,AI_max_9,2
75,AI_max_9,2
76,AI_max_9,1
77,AI_max_9,2
78,AI_max_9,3
79,AI_max_9,2
80,AI_max_9,1
81,AI_max_9,1
82,AI_max_9,3
83,AI_max_9,2
84,AI_max_9,2
85,AI_max_9,1
86,AI_max_9,3
87,AI_max_9,2
88,AI_max_9,2
89,AI_max_9,2
90,AI_max_9,2
91,AI_max_9,3
92,AI_max_9,1
93,AI_max_9,1
94,AI_max_9,3
95,AI_max_9,2
96,AI_max_9,2
97,AI_max_9,3
98,AI_max_9,1
99,AI_max_9,2
100,AI_max_9,2
101,AI_max_9,2
102,AI_max_9,3
103,AI_max_9,2
104,AI_max_9,1
105,AI_max_9,3
106,AI_max_9,1
107,AI_max_9,2
108,AI_max_9,2
109,AI_max_9,2
110,AI_max_9,1
111,AI_max_9,2
112,AI_max_9,3
113,AI_max_9,2
114,AI_max_9,3
115,AI_max_9,2
116,AI_max_9,1
117,AI_max_9,2
118,AI_max_9,3
119,AI_max_9,1
120,AI_max_9,2
121,AI_max_9,2
122,AI_max_9,1
123,AI_max_9,2
124,AI_max_9,3
125,AI_max_9,1
126,AI_max_9,3
127,AI_max_9,2
128,AI_max_9,2
129,AI_max_9,2
130,AI_max_9,3
131,AI_max_9,2
132,AI_max_9,1
133,AI_max_9,3
134,AI_max_9,2
135,AI_max_9,2
136,AI_max_9,1
137,AI_max_9,2
138,AI_max_9,3
139,AI_max_9,2
140,AI_max_9,1
141,AI_max_9,1
142,AI_max_9,3
143,AI_max_9,2
144,AI_max_9,2
145,AI_max_9,2
146,AI_max_9,1
147,AI_max_9,3
148,AI_max_9,2
149,AI_max_9,2
150,AI_max_9,3
151,AI_max_9,1
152,AI_max_9,2
153,AI_max_9,3
154,AI_max_9,2
155,AI_max_9,2
156,AI_max_9,1
157,AI_max_9,1
158,AI_max_9,3
159,AI_max_9,2
160,AI_max_9,2
161,AI_max_9,1
162,AI_max_9,2
163,AI_max_9,2
164,AI_max_9,3
165,AI_max_9,3
166,AI_max_9,1
167,AI_max_9,2
168,AI_max_9,2
169,AI_max_9,1
170,AI_max_9,3
171,AI_max_9,2
172,AI_max_9,2
173,AI_max_9,3
174,AI_max_9,1
175,AI_max_9,2
176,AI_max_9,2
177,AI_max_9,1
178,AI_max_9,3
179,AI_max_9,2
180,AI_max_9,2
181,AI_max_9,3
182,AI_max_9,2
183,AI_max_9,1
184,AI_max_9,2
185,AI_max_9,2
186,AI_max_9,3
187,AI_max_9,2
188,AI_max_9,1
189,AI_max_9,3
190,AI_max_9,2
191,AI_max_9,2
192,AI_max_9,1
193,AI_max_9,2
194,AI_max_9,2
195,AI_max_9,3
196,AI_max_9,1
197,AI_max_9,3
198,AI_max_9,2
199,AI_max_9,2
200,AI_max_9,1
201,AI_max_9,1
202,AI_max_9,3
203,AI_max_9,2
204,AI_max_9,2
205,AI_max_9,2
206,AI_max_9,1
207,AI_max_9,3
208,AI_max_9,2
209,AI_max_9,2
210,AI_max_9,2
211,AI_max_9,3
212,AI_max_9,1
213,AI_max_9,1
214,AI_max_9,2
215,AI_max_9,3
216,AI_max_9,2
217,AI_max_9,2
218,AI_max_9,3
219,AI_max_9,2
220,AI_max_9,1
221,AI_max_9,2
222,AI_max_9,1
223,AI_max_9,2
224,AI_max_9,3
225,AI_max_9,2
226,AI_max_9,1
227,AI_max_9,3
228,AI_max_9,2
229,AI_max_9,2
230,AI_max_9,2
231,AI_max_9,3
232,AI_max_9,1
233,AI_max_9,2
234,AI_max_9,2
235,AI_max_9,1
236,AI_max_9,3
237,AI_max_9,1
238,AI_max_9,3
239,AI_max_9,2
240,AI_max_9,2
241,AI_max_9,1
242,AI_max_9,3
243,AI_max_9,2
244,AI_max_9,2
245,AI_max_9,3
246,AI_max_9,2
247,AI_max_9,2
248,AI_max_9,1
249,AI_max_9,2
250,AI_max_9,2
251,AI_max_9,3
252,AI_max_9,1
253,AI_max_9,3
254,AI_max_9,1
255,AI_max_9,2
256,AI_max_9,2
257,AI_max_9,1
258,AI_max_9,2
259,AI_max_9,3
260,AI_max_9,2
261,AI_max_9,2
262,AI_max_9,3
263,AI_max_9,2
264,AI_max_9,1
265,AI_max_9,1
266,AI_max_9,3
267,AI_max_9,2
268,AI_max_9,2
269,AI_max_9,3
270,AI_max_9,1
271,AI_max_9,2
272,AI_max_9,2
273,AI_max_9,2
274,AI_max_9,3
275,AI_max_9,2
276,AI_max_9,1
277,AI_max_9,2
278,AI_max_9,2
279,AI_max_9,3
280,AI_max_9,1
281,AI_max_9,3
282,AI_max_9,2
283,AI_max_9,1
284,AI_max_9,2
285,AI_max_9,2
286,AI_max_9,2
287,AI_max_9,1
288,AI_max_9,3
289,AI_max_9,1
