task,worker,label
344,AI_-sigma_11,1
345,AI_-sigma_11,1
346,AI_-sigma_11,2
347,AI_-sigma_11,1
340,AI_-sigma_11,1
341,AI_-sigma_11,3
342,AI_-sigma_11,3
343,AI_-sigma_11,2
348,AI_-sigma_11,2
349,AI_-sigma_11,1
595,AI_-sigma_11,3
719,AI_-sigma_11,2
718,AI_-sigma_11,2
717,AI_-sigma_11,3
716,AI_-sigma_11,1
715,AI_-sigma_11,0
714,AI_-sigma_11,1
713,AI_-sigma_11,3
712,AI_-sigma_11,0
711,AI_-sigma_11,1
710,AI_-sigma_11,2
606,AI_-sigma_11,1
594,AI_-sigma_11,1
736,AI_-sigma_11,2
619,AI_-sigma_11,1
298,AI_-sigma_11,1
299,AI_-sigma_11,2
296,AI_-sigma_11,2
297,AI_-sigma_11,0
294,AI_-sigma_11,2
295,AI_-sigma_11,2
292,AI_-sigma_11,2
293,AI_-sigma_11,3
290,AI_-sigma_11,1
291,AI_-sigma_11,2
591,AI_-sigma_11,1
590,AI_-sigma_11,1
593,AI_-sigma_11,1
592,AI_-sigma_11,2
199,AI_-sigma_11,2
198,AI_-sigma_11,2
597,AI_-sigma_11,2
596,AI_-sigma_11,2
195,AI_-sigma_11,0
194,AI_-sigma_11,2
197,AI_-sigma_11,3
196,AI_-sigma_11,3
191,AI_-sigma_11,3
190,AI_-sigma_11,3
193,AI_-sigma_11,2
192,AI_-sigma_11,0
270,AI_-sigma_11,3
271,AI_-sigma_11,0
272,AI_-sigma_11,3
273,AI_-sigma_11,0
274,AI_-sigma_11,3
275,AI_-sigma_11,1
276,AI_-sigma_11,2
277,AI_-sigma_11,2
278,AI_-sigma_11,2
279,AI_-sigma_11,1
738,AI_-sigma_11,1
524,AI_-sigma_11,2
525,AI_-sigma_11,1
526,AI_-sigma_11,0
527,AI_-sigma_11,1
520,AI_-sigma_11,2
521,AI_-sigma_11,3
522,AI_-sigma_11,2
523,AI_-sigma_11,2
599,AI_-sigma_11,2
528,AI_-sigma_11,3
529,AI_-sigma_11,2
449,AI_-sigma_11,1
448,AI_-sigma_11,3
443,AI_-sigma_11,2
442,AI_-sigma_11,3
441,AI_-sigma_11,3
440,AI_-sigma_11,0
447,AI_-sigma_11,2
446,AI_-sigma_11,3
445,AI_-sigma_11,1
444,AI_-sigma_11,1
108,AI_-sigma_11,1
109,AI_-sigma_11,1
102,AI_-sigma_11,2
103,AI_-sigma_11,2
100,AI_-sigma_11,2
101,AI_-sigma_11,0
106,AI_-sigma_11,2
107,AI_-sigma_11,0
104,AI_-sigma_11,3
105,AI_-sigma_11,2
39,AI_-sigma_11,1
38,AI_-sigma_11,1
33,AI_-sigma_11,2
32,AI_-sigma_11,1
31,AI_-sigma_11,2
