task,worker,label
1,AI_max_29,2
2,AI_max_29,3
3,AI_max_29,1
4,AI_max_29,1
5,AI_max_29,1
6,AI_max_29,3
7,AI_max_29,1
8,AI_max_29,2
9,AI_max_29,1
10,AI_max_29,1
11,AI_max_29,3
12,AI_max_29,2
13,AI_max_29,3
14,AI_max_29,1
15,AI_max_29,1
16,AI_max_29,2
17,AI_max_29,3
18,AI_max_29,1
19,AI_max_29,1
20,AI_max_29,2
21,AI_max_29,3
22,AI_max_29,1
23,AI_max_29,1
24,AI_max_29,2
25,AI_max_29,1
26,AI_max_29,1
27,AI_max_29,2
28,AI_max_29,3
29,AI_max_29,2
30,AI_max_29,1
31,AI_max_29,1
32,AI_max_29,3
33,AI_max_29,3
34,AI_max_29,1
35,AI_max_29,2
36,AI_max_29,1
37,AI_max_29,2
38,AI_max_29,1
39,AI_max_29,3
40,AI_max_29,1
41,AI_max_29,2
42,AI_max_29,1
43,AI_max_29,3
44,AI_max_29,1
45,AI_max_29,1
46,AI_max_29,2
47,AI_max_29,3
48,AI_max_29,1
49,AI_max_29,1
50,AI_max_29,1
51,AI_max_29,2
52,AI_max_29,3
53,AI_max_29,1
54,AI_max_29,3
55,AI_max_29,1
56,AI_max_29,2
57,AI_max_29,1
58,AI_max_29,2
59,AI_max_29,3
60,AI_max_29,1
61,AI_max_29,2
62,AI_max_29,1
63,AI_max_29,3
64,AI_max_29,1
65,AI_max_29,2
66,AI_max_29,1
67,AI_max_29,3
68,AI_max_29,1
69,AI_max_29,2
70,AI_max_29,1
71,AI_max_29,1
72,AI_max_29,3
73,AI_max_29,3
74,AI_max_29,1
75,AI_max_29,2
76,AI_max_29,1
77,AI_max_29,2
78,AI_max_29,3
79,AI_max_29,1
80,AI_max_29,1
81,AI_max_29,1
82,AI_max_29,3
83,AI_max_29,2
84,AI_max_29,1
85,AI_max_29,1
86,AI_max_29,3
87,AI_max_29,1
88,AI_max_29,2
89,AI_max_29,1
90,AI_max_29,2
91,AI_max_29,3
92,AI_max_29,1
93,AI_max_29,1
94,AI_max_29,3
95,AI_max_29,1
96,AI_max_29,2
97,AI_max_29,3
98,AI_max_29,1
99,AI_max_29,2
100,AI_max_29,1
101,AI_max_29,2
102,AI_max_29,3
103,AI_max_29,1
104,AI_max_29,1
105,AI_max_29,3
106,AI_max_29,1
107,AI_max_29,1
108,AI_max_29,2
109,AI_max_29,2
110,AI_max_29,1
111,AI_max_29,1
112,AI_max_29,3
113,AI_max_29,2
114,AI_max_29,3
115,AI_max_29,1
116,AI_max_29,1
117,AI_max_29,2
