task,worker,label
t27,AI_-sigma_23,2
t542,AI_-sigma_23,3
t544,AI_-sigma_23,2
t569,AI_-sigma_23,1
t225,AI_-sigma_23,4
t655,AI_-sigma_23,3
t827,AI_-sigma_23,2
t1040,AI_-sigma_23,2
t20,AI_-sigma_23,1
t699,AI_-sigma_23,2
t812,AI_-sigma_23,4
t681,AI_-sigma_23,0
t360,AI_-sigma_23,3
t328,AI_-sigma_23,2
t908,AI_-sigma_23,2
t732,AI_-sigma_23,4
t97,AI_-sigma_23,2
t860,AI_-sigma_23,1
t817,AI_-sigma_23,2
t821,AI_-sigma_23,4
t822,AI_-sigma_23,4
t43,AI_-sigma_23,0
t284,AI_-sigma_23,2
t381,AI_-sigma_23,2
t21,AI_-sigma_23,4
t541,AI_-sigma_23,0
t995,AI_-sigma_23,2
t380,AI_-sigma_23,3
t750,AI_-sigma_23,2
t180,AI_-sigma_23,4
t322,AI_-sigma_23,2
t98,AI_-sigma_23,4
t395,AI_-sigma_23,2
t100,AI_-sigma_23,2
t1039,AI_-sigma_23,3
t1042,AI_-sigma_23,2
t685,AI_-sigma_23,2
t62,AI_-sigma_23,4
t309,AI_-sigma_23,2
t640,AI_-sigma_23,3
t509,AI_-sigma_23,3
t425,AI_-sigma_23,2
t776,AI_-sigma_23,2
t238,AI_-sigma_23,4
t730,AI_-sigma_23,2
t419,AI_-sigma_23,1
t131,AI_-sigma_23,2
t579,AI_-sigma_23,2
t171,AI_-sigma_23,2
t524,AI_-sigma_23,2
t713,AI_-sigma_23,4
t696,AI_-sigma_23,0
t4,AI_-sigma_23,2
t584,AI_-sigma_23,2
t353,AI_-sigma_23,2
t890,AI_-sigma_23,1
t482,AI_-sigma_23,4
t248,AI_-sigma_23,4
t25,AI_-sigma_23,2
t494,AI_-sigma_23,2
t839,AI_-sigma_23,2
t969,AI_-sigma_23,2
t29,AI_-sigma_23,2
t806,AI_-sigma_23,1
t978,AI_-sigma_23,1
t119,AI_-sigma_23,4
t796,AI_-sigma_23,2
t606,AI_-sigma_23,2
t314,AI_-sigma_23,1
t782,AI_-sigma_23,0
t69,AI_-sigma_23,0
t199,AI_-sigma_23,2
t427,AI_-sigma_23,1
t173,AI_-sigma_23,2
t941,AI_-sigma_23,4
t489,AI_-sigma_23,4
t804,AI_-sigma_23,1
t183,AI_-sigma_23,3
t945,AI_-sigma_23,2
t107,AI_-sigma_23,1
t834,AI_-sigma_23,4
t891,AI_-sigma_23,2
t430,AI_-sigma_23,4
t835,AI_-sigma_23,2
t555,AI_-sigma_23,4
t181,AI_-sigma_23,3
t12,AI_-sigma_23,2
t999,AI_-sigma_23,3
t926,AI_-sigma_23,4
t281,AI_-sigma_23,3
t706,AI_-sigma_23,0
t986,AI_-sigma_23,3
t102,AI_-sigma_23,3
t918,AI_-sigma_23,2
t456,AI_-sigma_23,3
t886,AI_-sigma_23,4
t125,AI_-sigma_23,0
t370,AI_-sigma_23,1
t446,AI_-sigma_23,1
t86,AI_-sigma_23,2
t277,AI_-sigma_23,3
t481,AI_-sigma_23,4
t346,AI_-sigma_23,2
t58,AI_-sigma_23,1
t63,AI_-sigma_23,2
t120,AI_-sigma_23,2
t196,AI_-sigma_23,4
t892,AI_-sigma_23,3
t1049,AI_-sigma_23,3
t214,AI_-sigma_23,2
t400,AI_-sigma_23,0
t979,AI_-sigma_23,2
t319,AI_-sigma_23,2
t636,AI_-sigma_23,2
t669,AI_-sigma_23,2
t303,AI_-sigma_23,4
t582,AI_-sigma_23,2
t335,AI_-sigma_23,4
t985,AI_-sigma_23,0
t376,AI_-sigma_23,2
t808,AI_-sigma_23,0
t170,AI_-sigma_23,1
t649,AI_-sigma_23,4
t358,AI_-sigma_23,2
t870,AI_-sigma_23,2
t50,AI_-sigma_23,2
t989,AI_-sigma_23,0
t189,AI_-sigma_23,2
t526,AI_-sigma_23,2
t885,AI_-sigma_23,3
t625,AI_-sigma_23,4
t141,AI_-sigma_23,4
t156,AI_-sigma_23,2
t453,AI_-sigma_23,2
t318,AI_-sigma_23,2
t426,AI_-sigma_23,0
t563,AI_-sigma_23,0
t373,AI_-sigma_23,2
t72,AI_-sigma_23,2
t547,AI_-sigma_23,4
t740,AI_-sigma_23,0
t363,AI_-sigma_23,3
t694,AI_-sigma_23,2
t578,AI_-sigma_23,0
t710,AI_-sigma_23,2
t490,AI_-sigma_23,4
t26,AI_-sigma_23,4
t271,AI_-sigma_23,4
t884,AI_-sigma_23,3
t840,AI_-sigma_23,2
t82,AI_-sigma_23,0
t680,AI_-sigma_23,2
t213,AI_-sigma_23,2
t129,AI_-sigma_23,4
t905,AI_-sigma_23,2
t1037,AI_-sigma_23,2
t116,AI_-sigma_23,0
t755,AI_-sigma_23,3
t450,AI_-sigma_23,4
t486,AI_-sigma_23,1
t1010,AI_-sigma_23,4
t81,AI_-sigma_23,4
t288,AI_-sigma_23,1
t733,AI_-sigma_23,4
t305,AI_-sigma_23,1
t241,AI_-sigma_23,2
t460,AI_-sigma_23,3
t567,AI_-sigma_23,1
t819,AI_-sigma_23,2
t345,AI_-sigma_23,0
t136,AI_-sigma_23,2
t774,AI_-sigma_23,2
t803,AI_-sigma_23,4
t413,AI_-sigma_23,2
t953,AI_-sigma_23,4
t359,AI_-sigma_23,2
t371,AI_-sigma_23,4
t581,AI_-sigma_23,3
t261,AI_-sigma_23,3
t95,AI_-sigma_23,2
t1015,AI_-sigma_23,1
t784,AI_-sigma_23,4
t783,AI_-sigma_23,2
t650,AI_-sigma_23,4
t851,AI_-sigma_23,2
t263,AI_-sigma_23,4
t174,AI_-sigma_23,4
t11,AI_-sigma_23,2
t1016,AI_-sigma_23,2
t588,AI_-sigma_23,2
t546,AI_-sigma_23,4
t638,AI_-sigma_23,0
t525,AI_-sigma_23,2
t33,AI_-sigma_23,4
t246,AI_-sigma_23,1
t549,AI_-sigma_23,0
t139,AI_-sigma_23,4
t618,AI_-sigma_23,2
t463,AI_-sigma_23,1
t508,AI_-sigma_23,2
t338,AI_-sigma_23,4
t117,AI_-sigma_23,2
t386,AI_-sigma_23,2
t1036,AI_-sigma_23,2
t668,AI_-sigma_23,2
t976,AI_-sigma_23,0
t586,AI_-sigma_23,2
t423,AI_-sigma_23,4
t1031,AI_-sigma_23,0
t202,AI_-sigma_23,4
t220,AI_-sigma_23,2
t502,AI_-sigma_23,4
t222,AI_-sigma_23,2
t488,AI_-sigma_23,0
t250,AI_-sigma_23,4
t188,AI_-sigma_23,4
t545,AI_-sigma_23,1
t336,AI_-sigma_23,2
t422,AI_-sigma_23,2
t949,AI_-sigma_23,2
t639,AI_-sigma_23,4
t876,AI_-sigma_23,2
t369,AI_-sigma_23,2
t676,AI_-sigma_23,2
t660,AI_-sigma_23,0
t496,AI_-sigma_23,3
t148,AI_-sigma_23,2
t532,AI_-sigma_23,2
t591,AI_-sigma_23,4
t40,AI_-sigma_23,4
t824,AI_-sigma_23,4
t285,AI_-sigma_23,4
