task,worker,label
1,AI_max_4,2
2,AI_max_4,3
3,AI_max_4,2
4,AI_max_4,1
5,AI_max_4,1
6,AI_max_4,3
7,AI_max_4,2
8,AI_max_4,2
9,AI_max_4,1
10,AI_max_4,2
11,AI_max_4,3
12,AI_max_4,2
13,AI_max_4,3
14,AI_max_4,1
15,AI_max_4,2
16,AI_max_4,2
17,AI_max_4,3
18,AI_max_4,1
19,AI_max_4,2
20,AI_max_4,2
21,AI_max_4,3
22,AI_max_4,2
23,AI_max_4,1
24,AI_max_4,2
25,AI_max_4,1
26,AI_max_4,2
27,AI_max_4,2
28,AI_max_4,3
29,AI_max_4,2
30,AI_max_4,1
31,AI_max_4,2
32,AI_max_4,3
33,AI_max_4,3
34,AI_max_4,1
35,AI_max_4,2
36,AI_max_4,2
37,AI_max_4,2
38,AI_max_4,1
39,AI_max_4,3
40,AI_max_4,2
41,AI_max_4,2
42,AI_max_4,1
43,AI_max_4,3
44,AI_max_4,2
45,AI_max_4,2
46,AI_max_4,2
47,AI_max_4,3
48,AI_max_4,1
49,AI_max_4,1
50,AI_max_4,2
51,AI_max_4,2
52,AI_max_4,3
53,AI_max_4,2
54,AI_max_4,3
55,AI_max_4,1
56,AI_max_4,2
57,AI_max_4,1
58,AI_max_4,2
59,AI_max_4,3
60,AI_max_4,2
61,AI_max_4,2
62,AI_max_4,1
63,AI_max_4,3
64,AI_max_4,2
65,AI_max_4,2
66,AI_max_4,1
67,AI_max_4,3
68,AI_max_4,2
69,AI_max_4,2
70,AI_max_4,2
71,AI_max_4,1
72,AI_max_4,3
73,AI_max_4,3
74,AI_max_4,2
75,AI_max_4,2
76,AI_max_4,1
77,AI_max_4,2
78,AI_max_4,3
79,AI_max_4,2
80,AI_max_4,1
81,AI_max_4,1
82,AI_max_4,3
83,AI_max_4,2
84,AI_max_4,2
85,AI_max_4,1
86,AI_max_4,3
87,AI_max_4,2
88,AI_max_4,2
89,AI_max_4,2
90,AI_max_4,2
91,AI_max_4,3
92,AI_max_4,1
93,AI_max_4,1
94,AI_max_4,3
95,AI_max_4,2
96,AI_max_4,2
97,AI_max_4,3
98,AI_max_4,1
99,AI_max_4,2
100,AI_max_4,2
101,AI_max_4,2
